編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUPMLLKIIHFFFL48CA,1,86.28,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台 雨遮
RPUPMLLKIIHFFFL48CA,1,52.35,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPVPMLLKIIHFFFL58CA,1,88.46,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台 雨遮
RPVPMLLKIIHFFFL58CA,1,66.84,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPWPMLLKIIHFFFL68CA,1,71.46,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台
RPWPMLLKIIHFFFL68CA,1,46.14,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPXPMLLKIIHFFFL78CA,1,71.34,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台
RPXPMLLKIIHFFFL78CA,1,89.95,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPOQMLLKIIHFFFL97CA,1,70.77,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台
RPOQMLLKIIHFFFL97CA,1,59.51,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPPQMLLKIIHFFFL08CA,1,84.69,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台 雨遮
RPPQMLLKIIHFFFL08CA,1,68.21,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPQQMLLKIIHFFFL18CA,1,84.53,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台 雨遮
RPQQMLLKIIHFFFL18CA,1,65.23,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPWQMLLKIIHFFFL78CA,1,70.77,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台
RPWQMLLKIIHFFFL78CA,1,45.90,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPTQMLLKIIHFFFL48CA,1,88.27,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十二層 陽台 雨遮
RPTQMLLKIIHFFFL48CA,1,53.15,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPUQMLLKIIHFFFL58CA,1,71.46,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台
RPUQMLLKIIHFFFL58CA,1,46.14,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPXQMLLKIIHFFFL88CA,1,84.69,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台 雨遮
RPXQMLLKIIHFFFL88CA,1,51.62,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPQRMLLKIIHFFFL28CA,1,88.27,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台 雨遮
RPQRMLLKIIHFFFL28CA,1,53.15,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPVQMLLKIIHFFFL68CA,1,71.34,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台
RPVQMLLKIIHFFFL68CA,1,46.14,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPURMLLKIIHFFFL68CA,1,70.77,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台
RPURMLLKIIHFFFL68CA,1,45.90,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPWRMLLKIIHFFFL88CA,1,70.61,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台
RPWRMLLKIIHFFFL88CA,1,45.82,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPORMLLKIIHFFFL08CA,1,84.53,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台 雨遮
RPORMLLKIIHFFFL08CA,1,51.62,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPOSMLLKIIHFFFL18CA,1,88.27,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台 雨遮
RPOSMLLKIIHFFFL18CA,1,53.15,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPPRMLLKIIHFFFL18CA,1,88.27,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十三層 陽台 雨遮
RPPRMLLKIIHFFFL18CA,1,53.15,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPRRMLLKIIHFFFL38CA,1,71.46,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台
RPRRMLLKIIHFFFL38CA,1,29.55,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPTRMLLKIIHFFFL58CA,1,71.34,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台
RPTRMLLKIIHFFFL58CA,1,46.14,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPQOMLOKRHHFFCL78CA,32,55.25,住家用,加強磚造,69年12月29日,一層,一層
RPXRMLLKIIHFFFL98CA,1,84.53,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台 雨遮
RPXRMLLKIIHFFFL98CA,1,51.62,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPUNMLLKIIHFFFL28CA,1,134.22,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十層 陽台 雨遮
RPUNMLLKIIHFFFL28CA,1,85.77,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPPSMLLKIIHFFFL28CA,1,88.27,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十四層 陽台 雨遮
RPPSMLLKIIHFFFL28CA,1,53.15,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPWNMLLKIIHFFFL48CA,1,86.28,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十層 陽台 雨遮
RPWNMLLKIIHFFFL48CA,1,65.96,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPVNMLLKIIHFFFL38CA,1,70.77,集合住宅,鋼筋混凝土造,101年2月3日,十四層,九層 陽台
RPVNMLLKIIHFFFL38CA,1,59.51,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPQNMLOKRHHFFFL98CA,,171.02,住家用,鋼筋混凝土造,82年12月23日,四層,一層 二層 三層 四層 陽台 騎樓 露台 花台
RPQNMLKLRHHFFFL68CA,14,96.80,住家用,鋼筋混凝土造,87年6月1日,九層,二層 陽台
RPQNMLKLRHHFFFL68CA,14,41.34,共有部份,鋼筋混凝土造,87年6月1日,九層,
RPXNMLLKIIHFFFL58CA,1,88.46,集合住宅,鋼筋混凝土造,101年2月3日,十四層,十層 陽台 雨遮
RPXNMLLKIIHFFFL58CA,1,97.04,法定防空避難室兼停車空間、機械室、電信室、台電配電室、梯間、污水機房、水箱、消防機械室、發電機室、管委會使用空間〈社區管理室、社區儲藏室、社區建身房、社區垃圾集中處、社區會議室〉、車道、梯廳、水錶室、樓梯間等１４項,鋼筋混凝土造,101年2月3日,十四層,
RPWNMLNKRHHFFCL56CA,1,235.78,見其他登記事項,鋼筋混凝土造,100年4月15日,四層,
RPUNMLNKRHHFFCL98CA,22,201.76,住家用,鋼筋混凝土造,80年3月3日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPROMLOLRHHFFCL98CA,33,74.19,住家用,加強磚造,69年1月28日,四層,二層 電梯樓梯間
RPROMLKLRHHFFCL58CA,13,75.55,住家用,鋼筋混凝土造,88年7月12日,十四層,六層 陽台
RPROMLKLRHHFFCL58CA,13,22.22,停車空間、避難室、梯間、機械房、水箱,鋼筋混凝土造,88年7月12日,十四層,
RPOSMLPLRHHFFCL56CA,22,129.28,住房、梯間,加強磚造,79年8月31日,二層,一層 二層 屋頂突出物
RPUNMLPJIIHFFBL18CA,17,174.73,住宅、梯間,鋼筋混凝土造,84年9月25日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPWOMLOJIIHFFCL48CA,1,232.64,住家用,鋼筋混凝土造,100年9月22日,四層,一層 二層 三層 四層 陽台
RPUNMLRLRHHFFAL66CA,,147.85,見其他登記事項,鋼筋混凝土造,101年5月4日,三層,
RPXNMLMKRHHFFAL98CA,22,135.86,見其他登記事項,鋼筋混凝土造,79年8月10日,三層,
RPSNMLNKRHHFFAL58CA,19,236.79,住家用,鋼筋混凝土造,82年5月20日,四層,一層 二層 三層 四層 陽台 花台 見其他登記事項
RPSOMLMJIIHFFGL28CA,33,76.08,住家用,鋼筋混凝土造,68年9月1日,四層,二層
RPSOMLMJIIHFFGL28CA,33,9.53,共有部份,鋼筋混凝土造,68年9月1日,四層,
SPSOMLMJIIHFFGL38CA,33,93.03,住家用,鋼筋混凝土造,68年6月1日,四層,四層
SPSOMLMJIIHFFGL38CA,33,8.54,共有部份,鋼筋混凝土造,68年6月1日,四層,
RPUNMLNKRHHFFAL78CA,15,23.15,住家用,鋼筋混凝土造,86年6月2日,十三層,一層 陽台
RPUNMLNKRHHFFAL78CA,15,12.43,共有部份,鋼筋混凝土造,86年6月2日,十三層,
RPTOMLLLRHHFFAL68CA,,147.85,見其他登記事項,鋼筋混凝土造,101年5月4日,三層,
RPSNMLTJIIHFFGL88CA,21,40.24,停車空間、防空避難室,鋼筋混凝土造,80年5月1日,十四層,
RPSNMLTJIIHFFGL88CA,21,168.69,集合住宅,鋼筋混凝土造,80年5月1日,十四層,十一層 陽台 花台
RPVPMLPJIIHFFGL98CA,19,124.97,住家用,鋼筋混凝土造,82年9月27日,七層,一層 平台 花台
RPQNMLSLRHHFFGL96CA,,88.68,集合住宅,鋼筋混凝土造,101年3月21日,十三層,十三層 陽台 雨遮
RPQNMLSLRHHFFGL96CA,,20.12,本共有部分之項目有停車空間、車道、電信室、發電機室、台電配電室、梯間、排煙室、清水池、防空避難室兼停車空間、管委會使用空間、儲藏室、梯廳、昇降機間、消防機械室及垃圾室等１５項。,鋼筋混凝土造,101年3月21日,十三層,
RPQNMLSLRHHFFGL96CA,,21.39,本共有部分之項目有梯間、機械室、排煙室、水箱、梯廳及昇降機間等６項。,鋼筋混凝土造,101年3月21日,十三層,
RPPNMLSLRHHFFGL86CA,,88.68,集合住宅,鋼筋混凝土造,101年3月21日,十三層,五層 陽台 雨遮
RPPNMLSLRHHFFGL86CA,,20.12,本共有部分之項目有停車空間、車道、電信室、發電機室、台電配電室、梯間、排煙室、清水池、防空避難室兼停車空間、管委會使用空間、儲藏室、梯廳、昇降機間、消防機械室及垃圾室等１５項。,鋼筋混凝土造,101年3月21日,十三層,
RPPNMLSLRHHFFGL86CA,,21.39,本共有部分之項目有梯間、機械室、排煙室、水箱、梯廳及昇降機間等６項。,鋼筋混凝土造,101年3月21日,十三層,
RPVNMLSLRHHFFGL47CA,9,47.87,集合住宅、機電設備空間,鋼筋混凝土造,93年1月5日,十一層,三層 陽台
RPVNMLSLRHHFFGL47CA,9,44.48,管理員室、車道、機車停車空間、停車空間、台電配電室、蓄水池、發電機室、防空避難室、梯廳兼消防泵浦室、機房、梯間、水箱,鋼筋混凝土造,93年1月5日,十一層,
SPPNMLSLRHHFFGL96CA,,27.98,本共有部分之項目有停車空間、車道、電信室、發電機室、台電配電室、梯間、排煙室、清水池、防空避難室兼停車空間、管委會使用空間、儲藏室、梯廳、昇降機間、消防機械室及垃圾室等１５項。,鋼筋混凝土造,101年3月21日,十三層,
SPQNMLSLRHHFFGL07CA,,27.98,本共有部分之項目有停車空間、車道、電信室、發電機室、台電配電室、梯間、排煙室、清水池、防空避難室兼停車空間、管委會使用空間、儲藏室、梯廳、昇降機間、消防機械室及垃圾室等１５項。,鋼筋混凝土造,101年3月21日,十三層,
RPWOMLLLRHHFFGL96CA,17,168.43,住家用,鋼筋混凝土造,84年11月22日,四層,一層 二層 三層 四層 見其他登記事項 見其他登記事項
RPSOMLQLRHHFFGL07CA,36,67.39,住家用,加強磚造,65年8月15日,一層,一層
RPPNMLRLRHHFFGL76CA,18,249.37,店舖、住宅、人行道、梯間,鋼筋混凝土造,83年9月9日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓
RPTOMLLJIIHFFGL28CA,34,120.25,住家用,加強磚造,67年9月20日,二層,一層 二層 走廊
RPPOMLKLRHHFFGL78CA,13,308.74,人行道，住房，停車空間，店舖，梯間，機電設備空間,鋼筋混凝土造,89年1月27日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPPOMLKLRHHFFGL78CA,13,308.74,人行道，住房，停車空間，店舖，梯間，機電設備空間,鋼筋混凝土造,89年1月27日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPUNMLOKRHHFFGL86CA,20,69.57,集合住宅,鋼筋混凝土造,81年4月30日,九層,五層 陽台 花台
RPUNMLOKRHHFFGL86CA,20,21.14,梯間、水塔、防空避難室、機房,鋼筋混凝土造,81年4月30日,九層,
RPRNMLOKRHHFFGL56CA,17,75.98,集合住宅,鋼筋混凝土造,84年7月29日,十二層,七層 陽台 花台
RPRNMLOKRHHFFGL56CA,17,4.86,共有部份,鋼筋混凝土造,84年7月29日,十二層,
RPRNMLOKRHHFFGL56CA,17,4.16,共有部份,鋼筋混凝土造,84年7月29日,十二層,
RPRNMLOKRHHFFGL56CA,17,7.82,共有部份,鋼筋混凝土造,84年7月29日,十二層,
RPVNMLRKRHHFFGL27CA,35,80.86,住家用,加強磚造,66年12月29日,二層,一層 二層
RPPNMLTKRHHFFAB97DA,30,93.98,住家用,鋼筋混凝土造,71年7月31日,五層,二層 陽台
RPVOMLLLRHHFFAB97DA,29,82.23,商業用,鋼筋混凝土造,72年10月24日,七層,二層 陽台
RPRPMLOLRHHFFAB97DA,19,.40,辦公室,鋼筋混凝土造,82年5月1日,七層,
RPVOMLLLRHHFFAB97DA,29,11.94,共有部份,鋼筋混凝土造,72年10月24日,七層,
RPRPMLOLRHHFFAB97DA,19,1.57,共有部份,鋼筋混凝土造,82年5月1日,七層,
RPRPMLOLRHHFFAB97DA,19,6.56,共有部份,鋼筋混凝土造,82年5月1日,七層,
RPRPMLOLRHHFFAB97DA,19,37.01,住家用,鋼筋混凝土造,82年5月1日,七層,六層 陽台
RPRPMLOLRHHFFAB97DA,19,19.28,共有部份,鋼筋混凝土造,82年5月1日,七層,
RPUPMLSKRHHFFAB58DA,20,7.61,停車空間,鋼筋混凝土造,81年11月25日,十六層,
RPUPMLSKRHHFFAB58DA,20,3.08,防空避難室、機房、水箱、人行道、梯間、瞭望台,鋼筋混凝土造,81年11月25日,十六層,
RPUPMLSKRHHFFAB58DA,20,220.59,住家用,鋼筋混凝土造,81年11月25日,十六層,七層 陽台
RPUPMLSKRHHFFAB58DA,20,65.97,防空避難室、機房、水箱、人行道、梯間、瞭望台,鋼筋混凝土造,81年11月25日,十六層,
RPUNMLTKRHHFFHL47CA,18,54.45,集合住宅,鋼筋混凝土造,83年3月24日,十一層,十一層 陽台
RPUNMLTKRHHFFHL47CA,18,8.13,共有部份,鋼筋混凝土造,83年3月24日,十一層,
RPPNMLOKRHHFFHL09CA,18,82.22,集合住宅,鋼筋混凝土造,83年6月27日,十六層,十四層 陽台 花台
RPPNMLOKRHHFFHL09CA,18,31.75,防空避難室、梯間、水箱、停車空間、机械室,鋼筋混凝土造,83年6月27日,十六層,
RPQOMLRKRHHFFHL96CA,17,61.82,集合住宅,鋼筋混凝土造,84年8月23日,五層,五層 陽台
RPQOMLRKRHHFFHL96CA,17,28.52,停車空間,鋼筋混凝土造,84年8月23日,五層,
RPSNMLTKRHHFFHL27CA,20,36.15,集合住宅,鋼筋混凝土造,81年11月25日,十二層,七層 陽台
RPSNMLTKRHHFFHL27CA,20,36.15,集合住宅,鋼筋混凝土造,81年11月25日,十二層,七層 陽台
RPPNMLNKRHHFFBB47DA,14,117.66,住家用,鋼筋混凝土造,88年6月16日,二十層,七層 八層 陽台
RPPNMLNKRHHFFBB47DA,14,42.07,共有部份,鋼筋混凝土造,88年6月16日,二十層,
RPPNMLNKRHHFFBB47DA,14,2.96,共有部份,鋼筋混凝土造,88年6月16日,二十層,
RPPNMLNKRHHFFBB47DA,16,19.68,共有部份,鋼筋混凝土造,88年6月16日,二十層,
RPRQMLMKRHHFFBB87DA,34,57.41,住家用,鋼筋混凝土造,68年3月27日,五層,三層 陽台
RPVQMLLLRHHFFBB28DA,24,144.35,住商用,鋼筋混凝土造,78年7月29日,五層,一層 二層 陽台 騎樓 地下層
RPVQMLLLRHHFFBB28DA,24,3.16,共有部份,鋼筋混凝土造,78年7月29日,五層,
RPTQMLMKRHHFFBB08DA,5,66.21,住家用,鋼筋混凝土造,96年12月31日,十四層,三層 陽台 雨遮
RPTQMLMKRHHFFBB08DA,5,44.53,共有部份,鋼筋混凝土造,96年12月31日,十四層,
RPUPMLNKRHHFFBB18DA,3,118.91,補習班,鋼筋混凝土造,98年10月30日,十層,一層 二層 陽台
RPUPMLNKRHHFFBB18DA,3,41.31,共有部份,鋼筋混凝土造,98年10月30日,十層,
RPSOMLSKRHHFFBB38DA,19,98.02,住家用,鋼筋混凝土造,82年12月20日,九層,九層 陽台 花台
RPRNMLNJIIHFFBB76DA,15,131.41,住家用,鋼筋混凝土造,86年10月1日,二十五層,八層 九層 陽台 花台 雨遮
RPRNMLNJIIHFFBB76DA,15,1.42,停車空間,鋼造,86年10月1日,三層,
RPRNMLNJIIHFFBB76DA,15,.19,辦公室,鋼筋混凝土造,86年10月1日,二十五層,
RPRNMLNJIIHFFBB76DA,15,2495.50,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPRNMLNJIIHFFBB76DA,15,21.45,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPRNMLNJIIHFFBB76DA,15,33.00,共有部份,鋼筋混凝土造,86年10月1日,二十五層,
RPPNMLQKRHHFFCB87DA,21,129.04,住商用,鋼筋混凝土造,80年5月24日,六層,一層 二層 陽台 平台 花台 地下層
RPPNMLQKRHHFFCB87DA,21,30.09,共有部份,鋼筋混凝土造,80年5月24日,六層,
RPQOMLQLRHHFFBB08DA,21,172.27,住家用,鋼筋混凝土造,81年1月9日,十六層,九層 陽台 花台
RPQOMLQLRHHFFBB08DA,21,33.46,商業用,鋼筋混凝土造,81年1月9日,十六層,
RPQOMLQLRHHFFBB08DA,21,59.30,共有部份,鋼筋混凝土造,81年1月9日,十六層,
RPUOMLNKRHHFFCB18DA,32,94.46,住家用,鋼筋混凝土造,69年10月24日,五層,四層
RPTNMLOKRHHFFCB08DA,31,440.02,住商用,鋼筋混凝土造,70年3月31日,四層,一層 二層 三層 四層 騎樓 地下層
RPQRMLQLRHHFFCB48DA,5,285.32,住宅、機械室、停車空間、屋脊裝飾物,鋼筋混凝土造,96年4月20日,四層,一層 二層 三層 四層 陽台 地下層 見其他登記事項
RPQRMLQLRHHFFCB48DA,5,3.25,共用,鋼筋混凝土造,96年4月20日,四層,
RPVPMLOLRHHFFBB48DA,19,65.16,住家用,預力混凝土造,83年5月30日,七層,六層 陽台 花台
RPPPMLSLRHHFFCB38DA,23,221.34,住商用,鋼筋混凝土造,78年6月14日,四層,一層 二層 三層 四層 陽台 騎樓 地下層
RPUPMLTJIIHFFCB97DA,20,88.20,住家用,鋼筋混凝土造,81年12月14日,七層,四層 陽台 花台
RPUPMLTJIIHFFCB97DA,20,15.63,共有部份,鋼筋混凝土造,81年12月14日,七層,
RPVPMLPLRHHFFCB68DA,3,324.31,住家用,鋼筋混凝土造,98年8月4日,二十四層,四層 陽台 雨遮
RPVNMLPLRHHFFCB48DA,12,16.63,共有部份,鋼筋混凝土造,89年11月4日,十四層,
RPRQMLLLRHHFFCB97DA,18,96.62,住家用,鋼筋混凝土造,83年10月15日,九層,八層 陽台 花台
RPRQMLLLRHHFFCB97DA,18,41.38,共有部份,鋼筋混凝土造,83年10月15日,九層,
RPXOMLRKRHHFFBB78DA,6,111.06,住家用,鋼筋混凝土造,95年9月12日,九層,二層 陽台 雨遮
RPXOMLRKRHHFFBB78DA,6,51.90,共有部份,鋼筋混凝土造,95年9月12日,九層,
RPWOMLSKRHHFFCB88DA,23,82.60,住家用,鋼筋混凝土造,78年5月25日,七層,四層 陽台
RPWOMLSKRHHFFCB88DA,23,13.82,避難室、樓梯間,鋼筋混凝土造,78年5月25日,七層,
RPWOMLSKRHHFFCB88DA,23,17.18,住家用,鋼筋混凝土造,78年5月25日,七層,四層 花台
RPWOMLSKRHHFFCB88DA,23,4.09,避難室、樓梯間,鋼筋混凝土造,78年5月25日,七層,
RPVPMLLLRHHFFCB28DA,13,146.63,人行道、店舖、辦公室、住房,鋼筋混凝土造,88年5月26日,十四層,一層 二層 陽台 騎樓
RPVPMLLLRHHFFCB28DA,13,50.43,共有部份,鋼筋混凝土造,88年5月26日,十四層,
RPSSMLQLRHHFFCB78DA,4,87.28,住家用,鋼筋混凝土造,97年11月27日,二十二層,五層 陽台 雨遮
RPSSMLQLRHHFFCB78DA,4,59.23,共用,鋼筋混凝土造,97年11月27日,二十二層,
RPPNMLRKRHHFFHL76CA,33,83.26,住家用,加強磚造,68年9月20日,二層,一層 二層
RPVNMLTKRHHFFBB68DA,18,36.96,住家用,鋼筋混凝土造,83年12月10日,十六層,十四層 陽台 花台
RPVNMLTKRHHFFBB68DA,18,6.92,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPVNMLTKRHHFFBB68DA,18,3.04,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPTPMLRLRHHFFHL47CA,1,217.53,停車空間　住宅　樓梯間,鋼筋混凝土造,101年1月9日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPOMLRKRHHFFHL86CA,1,168.53,人行道、住宅、停車空間、樓梯間,鋼筋混凝土造,100年7月23日,三層,一層 二層 三層 陽台 騎樓 雨遮 見其他登記事項
RPPOMLRKRHHFFHL86CA,1,5.95,機電設備空間、管委會空間、台電配電室、電信室、消防機房、電表室、發電機室、空調機械室,鋼筋混凝土造,100年7月23日,三層,
RPWOMLKLRHHFFBB08DA,14,225.90,住家用,鋼筋混凝土造,88年4月8日,十四層,十二層 陽台
RPWOMLKLRHHFFBB08DA,14,164.08,共有部份,鋼筋混凝土造,88年4月8日,十四層,
