鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
西屯區,房地(土地+建物)+車位,台中市西屯區何仁里天水西四街３號八樓之１,27.04,住,,,1010611,土地1建物1車位1,八層,九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010427,162.88,3,2,2,有,有,9310000,57158,坡道平面,0.0,0,,RPPQMLNJRHHFFCB67CA,84.14,1.29,8.73,,
西屯區,房地(土地+建物),台中市西屯區文心路三段６之６號十八樓之２,9.49,商,,,1010803,土地1建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,132.45,2,2,2,有,有,7000000,52851,,0.0,0,,RPPOMLOJRHHFFCB57CA,59.0,0.0,6.94,,
西屯區,房地(土地+建物),台中市西屯區市政北一路２６９號七樓之６,10.21,其他,,,1010814,土地1建物1車位0,七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,142.01999999999998,3,2,2,有,有,8650000,60906,,0.0,0,,RPSOMLOJRHHFFCB87CA,64.42,2.83,10.74,,
西屯區,房地(土地+建物),台中市西屯區櫻花路３０號４樓之５０,2.9,其他,,,1010818,土地1建物1車位0,四層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841110,22.1,1,0,1,有,有,800000,36187,,0.0,0,,RPWPMLOJRHHFFCB38CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區國安一路２１０巷１２號八樓之３,26.03,住,,,1010718,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0850615,131.31,3,2,2,有,有,3760000,28634,,0.0,0,,RPRTMLKMQHHFFCB08CA,71.64,2.2,7.67,,
西屯區,土地,民安段1655地號,60.75,其他,,,1010813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,82302,,0.0,0,公共設施之道路用地,RPVOMLLMQHHFFCB08CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物)+車位,台中市西屯區大墩十九街１８６號十樓之２,49.58,住,,,1010809,土地3建物1車位1,十層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0830806,329.53,0,0,0,無,有,14400000,43699,坡道平面,0.0,0,,RPUNMLLMQHHFFCB87CA,207.55,0.0,11.57,,
西屯區,房地(土地+建物)+車位,台中市西屯區大弘三街３３號四樓之１,21.81,商,,,1010809,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870105,176.64999999999998,3,2,2,有,有,6580000,37248,坡道平面,16.22,0,,RPROMLLMQHHFFCB67CA,104.77,0.0,9.69,,
西屯區,房地(土地+建物)+車位,台中市西屯區四川路８７巷４０號七樓之２,16.74,住,,,1010728,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,119.87,2,2,1,有,有,4100000,34204,坡道平面,0.0,0,,RPPOMLMJRHHFFCB37CA,60.74,0.0,9.82,,
南屯區,房地(土地+建物),台中市南屯區大英西一街３０號三樓之１,11.63,住,,,1010817,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890615,75.98,2,2,1,有,有,3500000,46062,,0.0,0,,RPXPMLNKRHHFFCB48CA,49.78,0.0,6.86,,
西屯區,房地(土地+建物),台中市西屯區漢成五街１８之５號,34.93,住,,,1010821,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721028,120.37,3,2,2,有,無,2880000,23927,,0.0,0,,RPUQMLLKRHHFFCB08CA,109.57,0.0,3.85,,
西屯區,房地(土地+建物),台中市西屯區甘肅路一段１０２號四樓之１,16.5,住,,,1010730,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881217,131.54999999999998,3,1,2,無,有,4200000,31927,,0.0,0,,RPRNMLLKRHHFFCB47CA,84.87,2.15,13.05,,
南屯區,房地(土地+建物)+車位,台中市南屯區惠文路５２５號二十三樓之２,41.5,住,,,1010722,土地1建物1車位5,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000510,522.46,5,2,5,有,有,58000000,148721,坡道平面,147.26,2200000,,RPTQMLQJRHHFFCB38CA,0.0,0.0,0.0,,
西屯區,土地,西屯段3163地號,3.47,農,,,1010814,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,67600,19507,,0.0,0,,RPOPMLOLRHHFFCB77CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物),台中市南屯區東興路二段３４巷６弄２號,21.54,住,,,1010816,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701229,73.91,3,2,2,有,無,2380000,32201,,0.0,0,,RPQNMLSKRHHFFCB08CA,63.01,10.9,0.0,,
神岡區,土地,大社東段993地號,194.99,住,,,1010611,土地3建物0車位0,全,,透天厝,,,,0.0,0,0,0,有,無,5430000,27848,,0.0,0,買買標的上有未辦保存登記之建物[本案為兇宅],RPSOMLQJRHHFFAL88CA,0.0,0.0,0.0,,
神岡區,房地(土地+建物),台中市神岡區光啟路２８３號,132.0,其他,特定農業區,甲種建築用地,1010814,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0831229,218.52,5,2,2,有,無,5500000,25169,,0.0,0,,RPRNMLOJRHHFFAL48CA,0.0,0.0,0.0,,
后里區,房地(土地+建物),台中市后里區甲后路７２２之２６號,186.24,農,,,1010811,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0970204,409.54,15,0,15,有,無,16000000,39068,,0.0,0,,RPWNMLPJRHHFFAL09CA,392.92,0.0,16.72,,
神岡區,土地,新庄子段668地號,3803.0,其他,一般農業區,農牧用地,1010704,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31636000,8319,,0.0,0,,RPPNMLQJRHHFFAL48CA,0.0,0.0,0.0,,
神岡區,土地,三角子段261-14地號,92.0,農,,,1010820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,34783,,0.0,0,姊第間買賣由買方承受債務扺付價金；土地增值稅92632由買方繳納,RPWNMLNJRHHFFAL88CA,0.0,0.0,0.0,,
中區,房地(土地+建物),台中市西區成功路３０６巷１０號７樓之６,3.58,商,,,1010809,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821102,29.15,1,0,1,有,有,665000,22813,,0.0,0,,RPXOMLQLRHHFFAB58CA,27.08,0.0,2.07,,
東區,車位,台中市東區自由路三段１０之１號,0.39,商,,,1010730,土地0建物0車位1,一層,十五層,其他,見其他登記事項,鋼筋混凝土造,1000105,15.47,0,0,0,有,無,300000,,坡道平面,4.66,300000,,RPPPMLPLRHHFFAB77CA,0.0,0.0,0.0,,
西區,房地(土地+建物)+車位,台中市西區公正路８９號十四樓之一,50.41,住,,,1010727,土地1建物1車位3,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980720,478.61,4,2,3,有,有,45000000,94023,坡道平面,0.0,0,,RPUQMLTKRHHFFAB68CA,227.64,4.78,39.41,,
西區,房地(土地+建物)+車位,台中市西區五權路１－６７號7樓之5,23.67,其他,,,1010731,土地3建物1車位2,七層,二十二層,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0800403,341.18,0,0,0,無,有,11500000,33707,坡道平面,48.02,0,,RPROMLMKRHHFFAB47CA,174.58,0.0,20.93,,
南區,房地(土地+建物),台中市南區信義南街109號5樓之9/信義南街81巷17號地下一層之1，之2,13.69,住,,,1010727,土地5建物2車位0,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,131.46,4,2,2,有,有,3680000,27993,,0.0,0,,RPTNMLMKRHHFFAB57CA,79.39,0.0,12.28,,
南區,房地(土地+建物)+車位,台中市南區三民西路２９５之２號九樓,11.26,住,,,1010707,土地3建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960703,81.06,3,2,2,有,有,5750000,70935,坡道平面,0.0,0,,RPVPMLRKRHHFFAB48CA,68.12,1.38,11.56,,
西區,房地(土地+建物)+車位,台中市西區忠明南路１１０號二樓之六,9.5,住,,,1010812,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,104.25999999999999,2,1,1,有,有,6500000,62347,升降機械,0.0,0,,RPRNMLSKRHHFFAB97CA,57.96,0.0,8.76,,
南區,房地(土地+建物),台中市南區大慶街一段130巷7號7樓之1,20.91,住,工業區,,1010731,土地2建物2車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810624,128.66,5,0,5,有,無,4150000,32255,,0.0,0,,RPVNMLSKRHHFFAB38CA,93.64,0.0,9.88,,
西區,房地(土地+建物)+車位,台中市西區五權西路一段２５７號７樓,69.2,其他,,,1010723,土地3建物1車位4,七層,十七層,辦公商業大樓,商業用,鋼筋混凝土造,0800201,944.28,0,0,0,無,有,24700000,26158,坡道平面,0.0,0,,RPTPMLTKRHHFFAB48CA,559.74,14.0,65.23,,
南區,房地(土地+建物),台中市南區忠孝路６６巷１４號,18.65,住,,,1010805,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771018,73.80999999999999,2,2,1,有,有,2250000,30484,,0.0,0,,RPQOMLRKRHHFFAB87CA,55.11,10.21,0.0,,
西區,房地(土地+建物)+車位,台中市西區向上路一段７７號十二樓,14.73,住,,,1010803,土地1建物1車位2,十二層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951206,228.98,3,2,2,有,無,30000000,131016,升降機械,44.67,0,,RPPNMLPKRHHFFAB47CA,186.65,4.3,38.03,,
南區,房地(土地+建物),台中市南區信義南街８１巷１１號６樓之１,17.17,住,,,1010808,土地3建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0851005,111.71000000000001,3,2,2,有,有,3620000,32405,,0.0,0,,RPRPMLNJRHHFFAB57CA,67.52,0.0,10.34,,
中區,土地,中墩段二小段6-61地號,3.5,商,,,1010806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,317000,90571,,0.0,0,,RPSNMLQJRHHFFAB77CA,0.0,0.0,0.0,,
西區,房地(土地+建物),台中市西區民生路１３５號１４樓之７,3.72,商,,,1010820,土地1建物1車位0,十四層,二十二層,套房(1房1廳1衛),見其他登記事項,鋼骨鋼筋混凝土造,0850119,50.06,1,1,1,有,有,900000,17977,,0.0,0,,RPQOMLRJRHHFFAB77CA,23.21,0.0,4.19,,
西區,車位,台中市西區台中市西區中興街38號等公共設施,7.1,住,,,1010730,土地0建物0車位2,,,其他,,,,39.67,0,0,0,有,有,1240000,,坡道平面,39.66,1240000,,RPTNMLRJRHHFFAB97CA,0.0,0.0,0.0,,
西區,房地(土地+建物),台中市西區精誠２８街１３號四樓,15.4,住,,,1010723,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751209,79.58,3,2,1,有,無,2700000,33930,,0.0,0,,RPROMLLMQHHFFAB47CA,61.31,2.86,7.15,,
北屯區,房地(土地+建物),台中市北屯區九龍街78巷5號14樓之1,5.29,住,,,1010813,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810529,30.69,1,1,1,有,有,850000,27694,,0.0,0,,RPXPMLLMQHHFFBB28CA,21.89,0.0,3.53,,
北區,房地(土地+建物),台中市北區長青里漢陽街３８號７樓之７,6.34,住,,,1010816,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840523,38.71,1,1,1,有,有,650000,16790,,0.0,0,,RPORMLNJRHHFFBB57CA,20.03,0.0,5.82,,
北區,土地,文正段16-23地號,121.0,商,,,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7650000,63223,,0.0,0,,RPUQMLNJRHHFFBB08CA,0.0,0.0,0.0,,
北區,土地,文正段16-40地號,7.0,其他,,,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350000,50000,,0.0,0,,SPUQMLNJRHHFFBB18CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區崇德七路１９２號１４樓,17.02,住,,,1010814,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831112,183.26999999999998,4,2,2,有,有,6200000,33830,坡道機械,0.0,0,,RPVOMLNJRHHFFBB97CA,122.18,1.05,15.19,,
北區,房地(土地+建物),台中市北區青島西街３４巷６之１號,32.06,住,,,1010724,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730109,89.15,3,2,2,有,無,3150000,35334,,0.0,0,,RPSNMLLJRHHFFBB37CA,80.84,0.0,8.31,,
北屯區,房地(土地+建物)+車位,台中市北屯區興安路一段３２１巷３４號２樓,24.68,住,,,1010808,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821126,144.2,3,2,2,有,有,4350000,30166,坡道機械,0.0,0,,RPQOMLQJRHHFFBB77CA,98.48,1.92,15.17,,
北區,房地(土地+建物),台中市北區東光路３９８之５號６樓,8.76,住,,,1010814,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871019,69.75,3,2,2,有,有,2250000,32257,,0.0,0,,RPQPMLLKRHHFFBB47CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區崇德二路二段３７號,28.1,住,,,1010728,土地1建物1車位0,一層，二層，騎樓，夾層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0820909,193.17000000000002,3,1,2,有,有,6050000,31320,,0.0,0,,RPQOMLNKRHHFFBB57CA,128.88,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區何厝街178號,119.0,住,,,1010821,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0661116,221.49,9,2,4,有,無,14800000,66820,,0.0,0,,RPSQMLSKRHHFFCB68DA,221.49,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區永安一巷45弄9號,70.17,住,,,1010728,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0961016,185.25,4,2,4,有,無,8320000,44912,,0.0,0,,RPUNMLMKRHHFFCB97DA,164.29,0.0,20.96,,
西屯區,房地(土地+建物)+車位,台中市西屯區惠中路一段198號19樓之1,15.89,其他,,,1010519,土地1建物1車位2,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990211,304.19,4,2,3,有,有,29800000,98451,坡道平面,25.88,2400000,,RPQOMLLKRHHFFCB57DA,169.4,5.03,17.34,,
西屯區,房地(土地+建物)+車位,台中市西屯區中清路１５４巷２１號４樓之１,22.93,其他,,,1010720,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830128,115.51,3,2,2,有,無,3180000,27529,坡道機械,0.0,0,,RPUPMLKKRHHFFCB97DA,73.01,4.55,8.78,,
西屯區,房地(土地+建物),台中市西屯區逢甲路２２７之３號,23.41,住,,,1010806,土地1建物1車位0,一層，二層，騎樓,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0880506,139.03,1,2,2,有,有,14000000,100700,,0.0,0,,RPSNMLLJRHHFFCB57DA,103.92,0.0,11.77,,
西屯區,土地,信安段164-1地號,190.59,其他,,,1010728,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8400000,44073,,0.0,0,,RPVRMLKMQHHFFCB38DA,0.0,0.0,0.0,,
北屯區,土地,同榮段853-6地號,294.0,住,,,1010820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10939005,37208,,0.0,0,,RPROMLLMQHHFFBB67DA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區華富街６８號６樓之６,4.9,住,,,1010816,土地3建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830725,27.93,1,0,1,有,有,838000,30003,,0.0,0,,RPWPMLLMQHHFFBB28DA,15.77,0.0,5.16,,
北區,房地(土地+建物),台中市北區進化北路２５９號９樓之１,5.7,住,,,1010818,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970122,72.84,2,1,1,有,有,4180000,57387,,0.0,0,,RPOOMLNJRHHFFBB37DA,48.23,0.0,2.75,,
北區,房地(土地+建物),台中市北區大雅路219號7樓之2,2.94,住,,,1010816,土地4建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710121,26.169999999999998,1,0,1,有,無,450000,17195,,0.0,0,,RPTNMLLMQHHFFBB77DA,19.39,0.0,2.88,,
太平區,房地(土地+建物)+車位,台中市太平區中山路二段１２９巷２０弄３４號,71.62,,鄉村區,乙種建築用地,1010821,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0841218,188.85,4,3,3,有,有,5300000,28065,其他,0.0,0,,RPSNMLOKRHHFFHL76CA,140.29,0.0,5.87,,
太平區,土地,七星段44地號,14958.0,農,山坡地保育區,農牧用地,1010722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12500000,836,,0.0,0,,RPRNMLRKRHHFFHL96CA,0.0,0.0,0.0,,
太平區,房地(土地+建物),台中市太平區溪洲西路１２６巷１７號,27.32,住,,,1010725,土地3建物1車位0,一層，騎樓,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850806,102.83,4,2,2,有,無,3400000,33064,,0.0,0,,RPROMLNKRHHFFHL66CA,97.95,4.88,0.0,,
太平區,房地(土地+建物),台中市太平區長安路２７５號,106.41,其他,鄉村區,乙種建築用地,1010730,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0681127,109.48,3,3,2,有,無,4800000,43844,,0.0,0,,RPUNMLPJRHHFFHL96CA,109.48,0.0,0.0,,
太平區,房地(土地+建物)+車位,台中市太平區中山路三段６巷１６號六樓,22.82,住,,,1010806,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820605,137.38,3,2,2,有,有,2920000,21255,坡道機械,0.0,0,,RPQNMLOJRHHFFHL09CA,85.8,1.85,13.09,,
西區,土地,公館段158-869地號,329.5,其他,,,1010713,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13834800,41987,,0.0,0,,RPOSMLKMQHHFFAB57DA,0.0,0.0,0.0,,
西區,房地(土地+建物),台中市西區中美街２９９巷２５號３樓,20.06,住,,,1010729,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740815,76.86,4,1,1,有,無,2600000,33826,,0.0,0,,RPSNMLLJRHHFFAB37DA,56.46,0.0,7.85,,
中區,房地(土地+建物),台中市中區三民路2段59號7樓之三,2.95,住,,,1010808,土地1建物1車位0,七層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0740521,34.230000000000004,1,0,1,有,有,670000,19574,,0.0,0,,RPPSMLLMQHHFFAB77DA,26.1,0.0,2.54,,
大里區,房地(土地+建物),台中市大里區愛心路123號,71.0,住,,,1010807,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0770714,128.22,4,2,1,有,無,8380000,65356,,0.0,0,,RPQNMLKKRHHFFGL68CA,0.0,0.0,0.0,,
大里區,土地,振坤段1521地號,235.22,其他,,,1010821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2270000,9651,,0.0,0,親友間之公共設施道路用地買賣,RPVNMLPJRHHFFGL96CA,0.0,0.0,0.0,,
烏日區,土地,新榮和段13地號,83.17,住,,,1010618,土地1建物0車位0,全,,透天厝,,,,0.0,0,0,0,有,無,7500000,90177,,0.0,0,,RPQOMLPJRHHFFGL56CA,0.0,0.0,0.0,,
大里區,房地(土地+建物),台中市大里區東南路３８號,32.38,住,,,1010726,土地1建物1車位0,一層，騎樓，夾層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0721204,112.65,3,2,2,有,無,897560,7968,,0.0,0,,RPPOMLOJRHHFFGL98CA,111.0,0.0,0.0,,
霧峰區,土地,峰南段743地號,1987.71,農,,,1010809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16235100,8168,,0.0,0,,RPWNMLQJRHHFFGL17CA,0.0,0.0,0.0,,
霧峰區,土地,霧峰段北溝小段45-16地號,4336.0,,山坡地保育區,農牧用地,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,950000,219,,0.0,0,,RPSNMLQJRHHFFGL76CA,0.0,0.0,0.0,,
大里區,房地(土地+建物),台中市大里區瑞和街１４７巷５８之１號,65.72,,鄉村區,乙種建築用地,1010724,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0851219,176.37,5,1,3,有,無,5000000,28349,,0.0,0,,RPROMLLKRHHFFGL98CA,161.71,5.32,9.34,,
大里區,房地(土地+建物),台中市大里區東興里大明路２２３巷３０號,55.89,住,,,1010714,土地1建物2車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791205,153.52,4,3,2,有,無,4420000,28791,,0.0,0,,RPPOMLKKRHHFFGL68CA,122.01,5.62,14.7,,
大里區,房地(土地+建物)+車位,台中市大里區新仁路一段２１７巷２０號三樓,19.76,其他,鄉村區,乙種建築用地,1010724,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0870914,79.4,2,2,1,有,有,2100000,26448,坡道機械,0.0,0,,RPWNMLMKRHHFFGL86CA,47.23,0.0,5.54,,
大里區,房地(土地+建物),台中市大里區美群路42之1號,81.24,,鄉村區,乙種建築用地,1010728,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0700910,196.7,4,2,3,有,無,7850000,39908,,0.0,0,,RPQNMLPLRHHFFGL66CA,190.77,0.0,5.93,,
大里區,土地,東湖段1167-2地號,0.6,農,,,1010829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7100,11899,,0.0,0,,RPTOMLTKRHHFFGL37CA,0.0,0.0,0.0,,
烏日區,土地,中山段32地號,85.27,其他,,,1010724,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2794286,32771,,0.0,0,道路用地公設保留地,RPOOMLTKRHHFFGL86CA,0.0,0.0,0.0,,
大里區,房地(土地+建物)+車位,台中市大里區自強街１１７號,38.42,商,,,1010820,土地1建物1車位1,一層，二層，三層,十三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000802,235.76,0,0,0,無,有,8000000,33933,坡道平面,32.12,0,,RPXNMLNJRHHFFGL96CA,132.55,6.54,13.5,,
大里區,房地(土地+建物)+車位,台中市大里區自強街１１５號,38.42,商,,,1010820,土地1建物1車位1,一層，二層，三層,十三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000802,232.41,0,0,0,無,有,8000000,34422,坡道平面,32.12,0,,SPXNMLNJRHHFFGL07CA,130.7,6.44,12.95,,
大里區,房地(土地+建物)+車位,台中市大里區自強街１１１號,38.42,商,,,1010820,土地1建物1車位1,一層，二層，三層,十三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000802,222.82999999999998,0,0,0,無,有,8000000,35902,坡道平面,32.12,0,,TPXNMLNJRHHFFGL17CA,125.7,5.99,11.23,,
霧峰區,土地,豐正段567地號,2628.85,其他,特定農業區,農牧用地,1010720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14314000,5445,,0.0,0,,RPPNMLNJRHHFFGL78CA,0.0,0.0,0.0,,
霧峰區,房地(土地+建物),台中市霧峰區復興六街６１巷２５號,182.0,,山坡地保育區,丙種建築用地,1010818,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0661201,77.21,2,1,1,有,無,750000,9714,,0.0,0,,RPTNMLLMQHHFFGL56CA,77.21,0.0,0.0,,
大安區,土地,安地段1079-1地號,262.0,住,特定農業區,甲種建築用地,1010821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1664355,6353,,0.0,0,,RPUNMLQLRHHFFBL66CA,0.0,0.0,0.0,,
大安區,土地,安地段451-2地號,117.0,農,特定農業區,農牧用地,1010821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,743242,6352,,0.0,0,,RPVNMLQLRHHFFBL76CA,0.0,0.0,0.0,,
大甲區,土地,義水段793-5地號,184.46,住,,,1010814,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7644490,41443,,0.0,0,,RPPNMLOJRHHFFBL38CA,0.0,0.0,0.0,,
豐原區,房地(土地+建物)+車位,台中市豐原區南村里北陽路２０５號,158.89,住,,,1010720,土地3建物2車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0961113,440.0,4,3,5,有,有,18800000,42727,坡道平面,0.0,0,,RPOOMLNKRHHFFAL28CA,360.51,8.19,28.8,,
后里區,土地,七塊厝段182-2地號,3481.0,,特定農業區,農牧用地,1010719,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,3447,,0.0,0,,RPROMLRKRHHFFAL98CA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區葫蘆墩一街３３３號,78.81,住,,,1010815,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0940504,186.36,5,2,3,有,無,9000000,48294,,0.0,0,,RPVOMLRKRHHFFAL76CA,179.89,0.0,6.47,,
豐原區,房地(土地+建物),台中市豐原區南陽路１２３巷５９弄６５號,95.13,住,,,1010730,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,0991126,235.01999999999998,4,2,3,有,無,11500000,48931,,0.0,0,,RPSNMLRKRHHFFAL98CA,196.75,4.98,11.84,,
神岡區,房地(土地+建物),台中市神岡區豐洲路３３４號,175.84,工,,,1010725,土地6建物1車位0,全,一層,透天厝,住家用,見其他登記事項,0570102,27.73,4,4,4,有,無,10000000,360620,,0.0,0,,RPQOMLLLRHHFFAL38CA,27.73,0.0,0.0,,
豐原區,土地,朝陽段641-9地號,74.4,農,,,1010726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,563000,7567,,0.0,0,本買賣案件係為三親等間特殊交易其交易價格可能異於市場正常交易價格.,RPROMLSKRHHFFAL09CA,0.0,0.0,0.0,,
豐原區,土地,朝陽段641-10地號,56.31,農,,,1010726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,426000,7565,,0.0,0,本買賣案件係為三親等間特殊交易其交易價格可能異於市場正常交易價格.,RPSOMLSKRHHFFAL56CA,0.0,0.0,0.0,,
豐原區,土地,五汴段232地號,19.22,商,,,1010821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,52029,,0.0,0,,RPRNMLOLRHHFFAL68CA,0.0,0.0,0.0,,
神岡區,土地,下溪洲段後壁厝小段378-3地號,1295.33,,特定農業區,農牧用地,1010724,土地21建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2300000,1776,,0.0,0,,RPPNMLPLRHHFFAL58CA,0.0,0.0,0.0,,
