編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLMLKHIFFCL97CA,,164.79,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPPNMLSKKHIFFAL18CA,42,84.57,住家用,加強磚造,60年5月30日,一層,一層 騎樓
RPROMLLJKHIFFAL67CA,35,83.07,住家用,加強磚造,67年4月10日,二層,一層 二層
RPPNMLMJKHIFFAL47CA,19,19.62,住家用,鋼筋混凝土造,83年5月2日,十層,四層 花台
RPPNMLMJKHIFFAL47CA,19,6.33,共有部份,鋼筋混凝土造,83年5月2日,十層,
RPQOMLLMJHIFFAL77CA,18,89.82,住家用,鋼筋混凝土造,83年11月11日,八層,四層 陽台
RPQOMLLMJHIFFAL77CA,18,26.73,共有部份,鋼筋混凝土造,83年11月11日,八層,
RPSNMLNLKHIFFCL28CA,,155.37,住宅、停車空間,鋼筋混凝土造,101年9月6日,三層,一層 二層 三層 陽台 雨遮
RPSNMLNLKHIFFCL28CA,,.32,機電設備空間,鋼筋混凝土造,101年9月6日,三層,
RPROMLPJKHIFFAL08CA,35,110.70,住家用,加強磚造,67年7月1日,二層,一層 二層 騎樓
RPQOMLSLJHIFFAL38CA,13,181.68,人行道、住宅、店舖,鋼筋混凝土造,89年5月2日,三層,一層 二層 三層 騎樓
RPPNMLSLJHIFFAL18CA,33,93.24,住家用,加強磚造,68年11月2日,二層,一層 二層
RPWNMLKMJHIFFAL18CA,30,256.64,住商用,構架造,72年5月25日,三層,一層 二層 三層 陽台 騎樓 見其他登記事項
RPRNMLPJKHIFFBL08CA,10,215.37,人行道．店舖．住宅．梯間,鋼筋混凝土造,92年1月22日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPSNMLQJKHIFFBL28CA,17,136.62,住家用,鋼筋混凝土造,85年3月13日,三層,一層 二層 三層 平台 雨遮
RPROMLQJKHIFFAL18CA,17,73.66,住商用,鋼筋混凝土造,85年2月2日,七層,一層 二層 平台
RPROMLQJKHIFFAL18CA,17,19.70,共有部份,鋼筋混凝土造,85年2月2日,七層,
RPROMLQJKHIFFAL18CA,17,19.70,停車空間,鋼筋混凝土造,85年2月2日,七層,
RPPNMLKMJHIFFBL57CA,32,134.10,住商用,鋼筋混凝土加強磚造,69年8月25日,二層,一層 二層 騎樓
RPQNMLTLJHIFFBL48CA,46,180.94,住家用,鋼筋混凝土加強磚造,55年10月5日,二層,一層 二層
RPRNMLKMJHIFFBL77CA,41,96.36,住家用,鋼筋混凝土加強磚造,60年10月1日,二層,一層 二層
RPQNMLSJKHIFFBL28CA,13,182.59,住家用,鋼筋混凝土造,88年9月15日,三層,一層 二層 三層 陽台 屋頂突出物
RPWQMLRJKHIFFAL98CA,9,66.56,住家用,鋼筋混凝土造,92年8月1日,三層,一層 二層 三層 陽台
RPWQMLRJKHIFFAL98CA,9,66.56,住家用,鋼筋混凝土造,92年8月1日,三層,一層 二層 三層 陽台
RPSOMLKMJHIFFAL87CA,32,156.52,住家用,加強磚造、鋼骨鋼筋混凝土造,69年7月5日,三層,一層 二層 三層
RPOPMLLLKHIFFCL87CA,,162.35,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPPPMLLLKHIFFCL97CA,,155.41,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPUOMLLLKHIFFCL38CA,,199.19,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPUPMLLLKHIFFCL48CA,,178.47,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPTPMLLLKHIFFCL38CA,,155.22,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPXPMLLLKHIFFCL78CA,,155.41,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPQOMLLLKHIFFCL97CA,,208.39,見其他登記事項,鋼筋混凝土造,101年11月8日,四層,一層 二層 三層 四層
RPPPMLRJKHIFFAL18CA,27,71.03,住家用,鋼筋混凝土造,75年2月28日,五層,四層 陽台
RPPPMLRJKHIFFAL18CA,27,14.48,共有部份,鋼筋混凝土造,75年2月28日,五層,
RPPNMLLLKHIFFAL57CA,12,151.95,住房、梯間,鋼筋混凝土造,90年5月7日,三層,一層 二層 三層 陽台 見其他登記事項
RPTSMLLLKHIFFCL68CA,10,202.92,住商用,鋼筋混凝土造,92年5月28日,四層,一層 二層 三層 四層 騎樓
RPUNMLNLKHIFFCL48CA,,155.37,住宅、停車空間,鋼筋混凝土造,101年9月6日,三層,一層 二層 三層 陽台 雨遮
RPUNMLNLKHIFFCL48CA,,.32,機電設備空間,鋼筋混凝土造,101年9月6日,三層,
RPPNMLTKKHIFFCL48CA,34,258.04,住商用,鋼筋混凝土造,67年8月23日,四層,
RPPOMLSKKHIFFCL48CA,,216.65,見其他登記事項,鋼筋混凝土造,101年11月2日,四層,
RPWNMLSKKHIFFCL09CA,,213.42,見其他登記事項,鋼筋混凝土造,101年11月2日,四層,
RPXOMLSJKHIFFCL56CA,19,85.67,住家用,鋼筋混凝土造,82年8月2日,八層,八層 陽台
RPXOMLSJKHIFFCL56CA,19,27.30,防空避難室、梯間、停車空間、機械室、水箱、蓄水池、社區中心,鋼筋混凝土造,82年8月2日,十層,
RPXOMLSJKHIFFCL56CA,19,14.90,停車空間,鋼筋混凝土造,82年8月2日,十層,
RPXNMLSKKHIFFCL56CA,,214.29,見其他登記事項,鋼筋混凝土造,101年11月2日,四層,
RPOOMLPJKHIFFCL97CA,1,245.31,見其他登記事項,鋼筋混凝土造,101年2月8日,四層,
RPQRMLPJKHIFFCL48CA,18,142.00,停車空間、住房,鋼骨鋼筋混凝土造,84年5月30日,三層,一層 二層 三層 陽台 地下層
RPQNMLLJKHIFFCL67CA,37,108.15,住商用,加強磚造,65年2月25日,二層,一層 二層 騎樓
RPRNMLLJKHIFFCL77CA,1,166.82,住宅、停車空間,鋼筋混凝土造,101年11月1日,四層,一層 二層 三層 四層 陽台
RPSPMLLMJHIFFCL28CA,4,170.94,見其他登記事項,鋼筋混凝土造,98年3月24日,四層,一層 二層 三層 四層
RPRNMLMJKHIFFCL87CA,30,59.61,住家用,鋼筋混凝土造,72年4月3日,四層,
RPRNMLMJKHIFFCL87CA,30,65.12,住家用,鋼筋混凝土造,72年4月3日,四層,
RPRNMLMJKHIFFCL87CA,30,65.12,住家用,鋼筋混凝土造,72年4月3日,四層,
RPQPMLLMJHIFFCL08CA,6,172.74,見其他登記事項,鋼筋混凝土造,95年10月25日,四層,
RPOPMLLJKHIFFCL67CA,1,253.72,見其他登記事項,鋼筋混凝土造,101年2月29日,三層,一層 二層 三層 屋頂突出物 地下一層
RPOPMLLJKHIFFCL67CA,1,39.94,見其他登記事項,鋼筋混凝土造,101年2月29日,三層,
RPUNMLLJKHIFFCL08CA,,184.49,住宅、停車空間,鋼筋混凝土造,101年9月25日,四層,一層 二層 三層 四層 陽台
RPWNMLLJKHIFFCL28CA,,209.65,住宅、停車空間,鋼筋混凝土造,101年9月25日,四層,一層 二層 三層 四層 陽台
RPQPMLTLJHIFFCL78CA,2,157.75,見其他登記事項,鋼筋混凝土造,100年3月29日,四層,一層 二層 三層 四層
RPROMLSLJHIFFCL68CA,19,197.86,住家用,鋼筋混凝土造,82年8月2日,四層,一層 二層 三層 四層 陽台 平台 花台
RPUNMLTLJHIFFCL98CA,1,519.38,機電設備空間，人行道，店舖，住宅,鋼筋混凝土造,101年2月8日,五層,一層 二層 三層 四層 五層 陽台 騎樓 地下一層
RPUNMLTLJHIFFCL98CA,1,81.62,停車空間，機電設備空間,鋼筋混凝土造,101年2月8日,五層,
RPWPMLOJKHIFFCB77CA,6,89.61,住家用,鋼筋混凝土造,96年2月8日,十二層,四層 陽台 雨遮
RPWPMLOJKHIFFCB77CA,6,41.71,共用,鋼筋混凝土造,96年2月8日,十二層,
RPWPMLOJKHIFFCB77CA,6,11.67,共用,鋼筋混凝土造,96年2月8日,十二層,
RPWQMLPJKHIFFCB97CA,31,189.25,住家用,鋼筋混凝土造,70年8月17日,二層,一層 二層 陽台
RPTOMLQJKHIFFCB57CA,18,14.11,停車空間,鋼筋混凝土造,84年1月26日,二十一層,
RPTOMLQJKHIFFCB57CA,18,151.83,住家用,鋼筋混凝土造,84年1月26日,二十一層,十四層 陽台 花台
RPTOMLQJKHIFFCB57CA,18,18.41,共有部份,鋼筋混凝土造,84年1月26日,二十一層,
RPTOMLQJKHIFFCB57CA,18,11.28,共有部份,鋼筋混凝土造,84年1月26日,二十一層,
RPTVMLOJKHIFFCB08CA,9,214.48,集合住宅、停車空間、梯間,ＲＣ造,93年3月17日,四層,一層 二層 三層 四層 陽台 地下層
RPTVMLOJKHIFFCB08CA,9,18.88,共用,ＲＣ造,93年3月17日,五層,
RPSPMLQJKHIFFCB57CA,6,31.66,住家用,鋼筋混凝土造,95年11月24日,十四層,五層 陽台 雨遮
RPSPMLQJKHIFFCB57CA,6,14.25,共用,鋼筋混凝土造,95年11月24日,十四層,
RPXVMLSJKHIFFCB88CA,6,251.68,住宅、停車空間,鋼筋混凝土造,96年5月29日,四層,一層 二層 三層 四層 陽台
RPVNNLRJKHIFFCB87CA,4,41.43,住家用,鋼筋混凝土造,97年11月27日,二十二層,十二層 陽台 雨遮
RPVNNLRJKHIFFCB87CA,4,31.86,共用,鋼筋混凝土造,97年11月27日,二十二層,
RPWQMLSJKHIFFCB28CA,18,110.63,住家用,鋼筋混凝土造,83年9月26日,十六層,四層 陽台
RPWQMLSJKHIFFCB28CA,18,.08,管理員辦公室,鋼筋混凝土造,83年9月26日,十六層,
RPOOMLSJKHIFFCB27CA,,70.39,住家用,鋼筋混凝土造,101年9月26日,十四層,四層 陽台
RPOOMLSJKHIFFCB27CA,,53.69,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPSOMLSJKHIFFCB67CA,,64.18,住家用,鋼筋混凝土造,101年9月26日,十四層,四層 陽台 雨遮
RPSOMLSJKHIFFCB67CA,,42.87,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPPOMLSJKHIFFCB37CA,,109.51,住家用,鋼筋混凝土造,101年9月26日,十四層,四層 陽台 雨遮
RPPOMLSJKHIFFCB37CA,,73.62,本共有部分之項目有停車空間、排煙室、梯廳、梯間、水箱、污水機房、消防機房、防空避難室兼停車空間、台電配電室、緊急發電機室、電信室、人行道、門廳、管理員室、公共服務空間、穿廊、車道、垃圾集中處、電梯機房等十九項。,鋼筋混凝土造,101年9月26日,十四層,
RPXSMLRJKHIFFCB48CA,14,102.83,人行道、店舖、集合住宅,鋼筋混凝土造,87年9月22日,九層,一層 二層 陽台 騎樓
RPXSMLRJKHIFFCB48CA,14,57.42,共有部份,鋼筋混凝土造,87年9月22日,九層,
RPUPMLLJKHIFFCB27CA,3,58.57,住家用,鋼筋混凝土造,98年8月13日,二十六層,十三層 陽台 雨遮
RPUPMLLJKHIFFCB27CA,3,23.14,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPUPMLLJKHIFFCB27CA,3,42.64,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPTRMLLJKHIFFCB37CA,18,56.85,住家用,鋼筋混凝土造,83年10月11日,十五層,十三層 陽台 花台
RPTRMLLJKHIFFCB37CA,18,15.88,共有部份,鋼筋混凝土造,83年10月11日,十五層,
RPRNMLMJKHIFFCB86CA,22,48.06,停車空間,鋼筋混凝土造,80年5月16日,五層,
RPRNMLMJKHIFFCB86CA,22,1.66,共有部份,鋼筋混凝土造,80年5月16日,五層,
RPRNMLMJKHIFFCB86CA,22,133.45,住家用,鋼筋混凝土造,80年5月16日,五層,一層 平台 地下一層
RPRNMLMJKHIFFCB86CA,22,18.31,共有部份,鋼筋混凝土造,80年5月16日,五層,
RPROMLRLKHIFFAL48CA,,194.98,住宅、樓梯間,鋼筋混凝土造,101年10月29日,三層,一層 二層 三層 陽台 屋頂突出物
RPRNMLNJKHIFFCB96CA,12,220.57,店舖、停車空間、梯間、住房、空調機房,鋼筋混凝土造,89年7月12日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物
RPRNMLNJKHIFFCB96CA,12,58.19,共有部份,鋼筋混凝土造,89年7月12日,五層,
RPOTMLKMJHIFFCB17CA,3,37.23,住家用,鋼筋混凝土造,98年8月13日,二十六層,二十層 陽台 雨遮
RPOTMLKMJHIFFCB17CA,3,22.10,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPOTMLKMJHIFFCB17CA,3,14.66,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPSSMLLMJHIFFCB57CA,17,80.41,住家用,鋼筋混凝土造,85年4月15日,八層,七層 陽台 花台
RPSSMLLMJHIFFCB57CA,17,30.61,共有部份,鋼筋混凝土造,85年4月15日,八層,
RPSTMLLMJHIFFCB67CA,8,139.62,住家用,鋼筋混凝土造,94年2月15日,十三層,十二層 陽台 雨遮
RPSTMLLMJHIFFCB67CA,8,50.46,共用,鋼筋混凝土造,94年2月15日,十三層,
RPPSMLLMJHIFFCB27CA,19,77.66,住家用,鋼筋混凝土造,83年3月18日,二十層,九層 陽台 花台
RPPSMLLMJHIFFCB27CA,19,32.87,共有部份,鋼筋混凝土造,83年3月18日,二十層,
RPWNMLLJKHIFFCB27CA,3,72.14,住家用,鋼筋混凝土造,98年9月14日,二十四層,十七層 陽台 雨遮
RPWNMLLJKHIFFCB27CA,3,54.94,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPWNMLLJKHIFFCB27CA,3,.46,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPWNMLLJKHIFFCB27CA,3,3.07,健身休閒中心,鋼筋混凝土造,98年9月14日,二十四層,
RPWNMLLJKHIFFCB27CA,3,.00,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPQRMLLMJHIFFCB27CA,21,23.61,住家用,鋼筋混凝土造,80年7月17日,七層,六層 陽台 花台
RPTQMLTLJHIFFCB18CA,27,139.02,住家用,鋼筋混凝土造,75年7月8日,二層,一層 二層 陽台 屋頂突出物 騎樓
SPXPMLTLJHIFFCB58CA,20,17.57,停車空間、防空避難室、辦公室,鋼筋混凝土造,81年12月6日,六層,地下一層
RPXPMLTLJHIFFCB48CA,20,83.51,住家用,鋼筋混凝土造,81年12月6日,六層,一層 平台
RPRTMLTLJHIFFCB28CA,17,166.21,商業用,鋼筋混凝土造,84年10月24日,二十五層,十六層 陽台 露台
RPRTMLTLJHIFFCB28CA,17,25.84,共有部份,鋼筋混凝土造,84年10月24日,二十五層,
RPRTMLTLJHIFFCB28CA,17,2.03,共有部份,鋼筋混凝土造,84年10月24日,二十五層,
RPRTMLTLJHIFFCB28CA,17,6.66,共有部份,鋼筋混凝土造,84年10月24日,二十五層,
RPRTMLTLJHIFFCB28CA,17,3.98,共有部份,鋼筋混凝土造,84年10月24日,二十五層,
RPRTMLTLJHIFFCB28CA,17,40.37,共有部份,鋼筋混凝土造,84年10月24日,二十五層,
RPVPMLSLJHIFFCB18CA,21,26.90,住家用,鋼筋混凝土造,80年12月6日,十二層,九層 陽台
RPVPMLSLJHIFFCB18CA,21,17.21,共有部份,鋼筋混凝土造,80年12月6日,十二層,
RPVPMLSLJHIFFCB18CA,21,21.64,辦公室、停車空間,鋼筋混凝土造,80年12月6日,十二層,
RPURMLSLJHIFFCB28CA,40,59.21,住家用,加強磚造,62年6月1日,一層,一層
RPXQMLKMJHIFFBB67CA,3,70.51,住家用,鋼筋混凝土造,98年9月8日,十四層,十一層 陽台 雨遮
RPXQMLKMJHIFFBB67CA,3,56.73,共有部份,鋼筋混凝土造,98年9月8日,十四層,
RPQSMLKMJHIFFBB17CA,32,80.73,住家用,鋼筋混凝土造,69年12月18日,四層,二層 陽台
RPXPMLLMJHIFFBB67CA,18,134.72,住家用,鋼筋混凝土造,83年10月24日,七層,四層 陽台
RPXPMLLMJHIFFBB67CA,18,26.33,共有部份,鋼筋混凝土造,83年10月24日,七層,
RPUPMLKMJHIFFBB27CA,4,82.87,住家用,鋼筋混凝土造,97年9月30日,十五層,十五層 陽台 雨遮
RPUPMLKMJHIFFBB27CA,4,50.01,共有部份,鋼筋混凝土造,97年9月30日,十五層,
RPQTMLPJKHIFFCB67CA,7,182.57,住房、停車空間、樓梯間、水箱,鋼筋混凝土造,95年7月4日,三層,一層 二層 三層 陽台 屋頂突出物
RPRTMLPJKHIFFCB77CA,21,19.49,避難室、停車空間,鋼筋混凝土造,80年12月18日,八層,
RPRTMLPJKHIFFCB77CA,21,75.06,住家用,鋼筋混凝土造,80年12月18日,八層,五層
RPRTMLPJKHIFFCB77CA,21,20.15,共有部份,鋼筋混凝土造,80年12月18日,八層,
RPQRMLTLJHIFFBB87CA,2,40.86,住家用,鋼筋混凝土造,99年9月9日,十七層,九層 陽台
RPQRMLTLJHIFFBB87CA,2,33.57,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，車道，台電配電室，緊急發電機室，機房，電信室等１３項。,鋼筋混凝土造,99年9月9日,十七層,
RPQRMLTLJHIFFBB87CA,2,14.36,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，梯廳，公設，透空遮牆，水箱，電梯機房，走廊，車道，外廊等１４項。,鋼筋混凝土造,99年9月9日,十七層,
RPTNMLMJKHIFFBB96CA,24,220.94,住家用,鋼筋混凝土造,78年3月23日,四層,一層 二層 三層 四層 陽台 平台 地下層
RPXRMLTLJHIFFBB58CA,7,66.57,住家用,鋼筋混凝土造,94年12月8日,十八層,三層 陽台 雨遮
RPXRMLTLJHIFFBB58CA,7,41.45,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPVUMLLJKHIFFBB77CA,2,40.86,住家用,鋼筋混凝土造,99年9月9日,十七層,十層 陽台
RPVUMLLJKHIFFBB77CA,2,33.57,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，車道，台電配電室，緊急發電機室，機房，電信室等１３項。,鋼筋混凝土造,99年9月9日,十七層,
RPVUMLLJKHIFFBB77CA,2,14.36,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，梯廳，公設，透空遮牆，水箱，電梯機房，走廊，車道，外廊等１４項。,鋼筋混凝土造,99年9月9日,十七層,
RPVUMLLJKHIFFBB77CA,2,.00,本共有部份係依使用執照之建築概要表記載項目有，停車空間，樓梯間，昇降機間，消防機房兼污水機房，排煙室，水箱，機車停車區，防空避難室兼停車空間，台電配電室，緊急發電機室，車道，電信室等１２項,鋼筋混凝土造,99年9月9日,十八層,
RPVUMLLJKHIFFBB77CA,2,.00,本共有部份係依使用執照之建築概要表記載項目有，人行道，管委會管理室，門廳，樓梯間，昇降機間，排煙室，透空遮牆，水箱，電梯機房，車道，機房，管委會使用空間，開放空間，外廊，管委會休憩室，管委會交誼廳，管委會閱覽室，垃圾集中處等１８項。,鋼筋混凝土造,99年9月9日,十八層,
RPSTMLLJKHIFFBB37CA,19,98.54,住家用,鋼筋混凝土造,82年9月24日,十六層,四層 陽台 花台
RPSTMLLJKHIFFBB37CA,19,11.86,共有部份,鋼筋混凝土造,82年9月24日,十六層,
RPSTMLLJKHIFFBB37CA,19,17.49,共有部份,鋼筋混凝土造,82年9月24日,十六層,
RPWTMLLJKHIFFBB77CA,21,139.77,住家用,鋼筋混凝土造,81年3月24日,十六層,九層 陽台 花台
RPWTMLLJKHIFFBB77CA,21,23.88,共有部份,鋼筋混凝土造,81年3月24日,十六層,
RPWTMLLJKHIFFBB77CA,21,21.81,停車空間、避難室,鋼筋混凝土造,81年3月24日,十六層,
RPPTMLLJKHIFFBB07CA,18,94.31,住家用,鋼筋混凝土造,83年10月5日,十三層,五層 陽台 花台
RPPTMLLJKHIFFBB07CA,18,35.34,共有部份,鋼筋混凝土造,83年10月5日,十三層,
RPURMLLJKHIFFBB37CA,32,101.21,住商用,鋼筋混凝土造,69年7月30日,二層,一層 二層 騎樓
RPROMLLJKHIFFBB76CA,6,207.95,辦公室、住宅,鋼筋混凝土造,96年5月1日,四層,一層 二層 三層 四層 陽台 雨遮
RPOOMLTKKHIFFBB37CA,,184.54,住家用,鋼筋混凝土造,101年10月29日,十二層,十一層 陽台 雨遮
RPOOMLTKKHIFFBB37CA,,140.63,本共有部分係依使用執照之建築概要表記載項目有防空避難室兼停車空間、消防機房、污水機房、水箱、排煙室、樓梯間、停車空間、台電配電室、電信室、發電機房、管委會使用空間、門廳、垃圾室、外廊、梯廳、機房、電梯間及機械室等１８項。,鋼筋混凝土造,101年10月29日,十二層,
RPQSMLPJKHIFFBB47CA,31,82.70,住家用,鋼筋混凝土造,70年10月30日,五層,四層 陽台
RPWRMLPJKHIFFBB97CA,1,177.24,住家用,鋼筋混凝土造,101年4月25日,四層,一層 二層 三層 四層 陽台
RPXRMLPJKHIFFBB08CA,31,291.69,住商用,鋼筋混凝土造,70年10月22日,五層,一層 二層 三層 四層 五層 陽台 騎樓 地下層
RPSUMLRJKHIFFBB08CA,,234.07,住家用,鋼筋混凝土造,101年6月21日,四層,一層 二層 三層 四層 陽台
RPXQMLSJKHIFFBB28CA,13,23.58,共有部份,鋼筋混凝土造,88年9月8日,十四層,
RPVNMLRJKHIFFBB67CA,25,208.71,住商用,鋼筋混凝土造,76年8月31日,四層,一層 二層 三層 四層 陽台 平台 騎樓 地下層
RPUWMLSJKHIFFCB68CA,30,61.65,住家用,鋼筋混凝土造,71年11月11日,五層,四層 陽台
RPUWMLSJKHIFFCB68CA,30,11.02,共有部份,鋼筋混凝土造,71年11月11日,五層,
RPQNMLNJKHIFFAB66CA,17,45.35,店舖，辦公室,鋼筋混凝土造,85年6月27日,二十一層,一層 平台
RPQNMLNJKHIFFAB66CA,17,15.09,共同使用,鋼筋混凝土造,85年6月27日,二十一層,
RPSQMLPJKHIFFAB37CA,48,132.10,住家用,見其他登記事項,53年8月14日,二層,
RPTQMLPJKHIFFAB47CA,19,500.89,商業用,見其他登記事項,82年12月18日,四十二層,三十七層 陽台
RPTQMLPJKHIFFAB47CA,19,226.92,人行道．避難室．瞭望台．梯間．機械房,鋼骨造,82年12月18日,四十二層,
RPQQMLPJKHIFFAB17CA,17,196.27,店舖．人行道．集合住宅,鋼筋混凝土造,85年3月12日,二十層,一層 二層 三層 陽台 騎樓 花台
RPQQMLPJKHIFFAB17CA,17,51.25,停車空間，防空避難室，人行道，門廳，社區圖書室，樓梯間，機械室，水箱,鋼筋混凝土造,85年3月12日,二十層,
RPVNNLLMJHIFFAB27CA,6,206.76,集合住宅,鋼筋混凝土造,95年12月22日,十五層,五層 陽台 雨遮
RPVNNLLMJHIFFAB27CA,6,42.66,共用部分,鋼筋混凝土造,95年12月22日,十五層,
RPVNNLLMJHIFFAB27CA,6,87.26,共用部分,鋼筋混凝土造,95年12月22日,十五層,
RPWNNLLMJHIFFAB37CA,6,25.46,共用部分,鋼筋混凝土造,95年12月22日,十五層,
RPRSMLKMJHIFFAB17CA,17,65.99,集合住宅,鋼筋混凝土造,85年5月6日,十八層,十六層 十七層 十八層 露台 花台
RPRSMLKMJHIFFAB17CA,17,11.11,共同使用,鋼筋混凝土造,85年5月6日,十八層,
RPRSMLKMJHIFFAB17CA,17,4.78,共同使用,鋼筋混凝土造,85年5月6日,十八層,
RPRSMLKMJHIFFAB17CA,17,3.00,共同使用,鋼筋混凝土造,85年5月6日,十八層,
RPRSMLKMJHIFFAB17CA,17,4.43,共同使用,鋼筋混凝土造,85年5月6日,十八層,
RPOVMLKMJHIFFAB17CA,31,19.21,住家用,鋼筋混凝土造,71年6月24日,八層,七層 露台
RPOVMLKMJHIFFAB17CA,31,4.69,共有部份,鋼筋混凝土造,71年6月24日,八層,
RPUPMLOJKHIFFAB37CA,1,89.79,集合住宅,鋼筋混凝土造,101年5月28日,十五層,九層 陽台 雨遮
RPUPMLOJKHIFFAB37CA,1,68.17,本共有部分係依使用執照之建築概要表記載項目有：停車空間、Ａ梯間、Ｂ梯間、Ｃ梯間、Ｄ梯間、水箱、污水機房、消防機房、發電機房、機房、電信室、人行道、大廳、資源回收處理室、垃圾冷藏室、多功能社區中心１及２、警衛室、管理室、閱覽室１及２、健身房、籃球場、外廊、防空避難室、台電受電室Ａ、台電受電室Ｂ、機械室、走廊、電梯機房、車道、屋頂裝飾物等共３２項。,鋼筋混凝土造,101年5月28日,十五層,
RPWVMLRJKHIFFCB68CA,18,112.80,住家用,鋼筋混凝土造,84年3月10日,十五層,八層 陽台 花台
RPWVMLRJKHIFFCB68CA,18,16.71,共有部份,鋼筋混凝土造,84年3月10日,十五層,
RPWVMLRJKHIFFCB68CA,18,19.20,共有部份,鋼筋混凝土造,84年3月10日,十五層,
RPRWMLLMJHIFFAB67CA,,152.83,集合住宅,鋼筋混凝土造,101年11月21日,二十六層,五層 陽台 雨遮
RPRWMLLMJHIFFAB67CA,,38.51,本共有部份之項目有人行道、梯廳、排煙室、樓梯間、開放空間、管委會使用空間、機房、過濾機房、中繼機房、水錶室、水箱、行動不便電梯、緊急升降機電梯、電梯等１４項。,鋼筋混凝土造,101年11月21日,二十六層,
RPRWMLLMJHIFFAB67CA,,89.04,本共有部份之項目有防空避難室兼停車空間、機車停車空間、防災中心、停車空間、梯廳、排煙室、樓梯間、消防機房、污水機房、水箱、車道、行動不便電梯、緊急升降機電梯、台電配電室、電信室、電錶室、發電機房、機房、垃圾集中處等１９項。,鋼筋混凝土造,101年11月21日,二十六層,
RPTWMLLMJHIFFAB87CA,,161.21,集合住宅,鋼筋混凝土造,101年11月21日,二十六層,八層 陽台 雨遮
RPTWMLLMJHIFFAB87CA,,40.81,本共有部份之項目有人行道、梯廳、排煙室、樓梯間、開放空間、管委會使用空間、機房、過濾機房、中繼機房、水錶室、水箱、行動不便電梯、緊急升降機電梯、電梯等１４項。,鋼筋混凝土造,101年11月21日,二十六層,
RPTWMLLMJHIFFAB87CA,,84.02,本共有部份之項目有防空避難室兼停車空間、機車停車空間、防災中心、停車空間、梯廳、排煙室、樓梯間、消防機房、污水機房、水箱、車道、行動不便電梯、緊急升降機電梯、台電配電室、電信室、電錶室、發電機房、機房、垃圾集中處等１９項。,鋼筋混凝土造,101年11月21日,二十六層,
RPSWMLLMJHIFFAB77CA,,129.71,集合住宅,鋼筋混凝土造,101年11月21日,二十六層,六層 陽台 雨遮
RPSWMLLMJHIFFAB77CA,,32.76,本共有部份之項目有人行道、梯廳、排煙室、樓梯間、開放空間、管委會使用空間、機房、過濾機房、中繼機房、水錶室、水箱、行動不便電梯、緊急升降機電梯、電梯等１４項。,鋼筋混凝土造,101年11月21日,二十六層,
RPSWMLLMJHIFFAB77CA,,80.26,本共有部份之項目有防空避難室兼停車空間、機車停車空間、防災中心、停車空間、梯廳、排煙室、樓梯間、消防機房、污水機房、水箱、車道、行動不便電梯、緊急升降機電梯、台電配電室、電信室、電錶室、發電機房、機房、垃圾集中處等１９項。,鋼筋混凝土造,101年11月21日,二十六層,
