編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPWNMLTLQHJGFIB17DA,螺潭段,441.00,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,08320001
RPRNMLRLQHJGFGB88DA,永興段,96.08,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,03890000
RPQNMLNKQHJGFIB48DA,錦州段,54.32,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,00830000
RPQNMLNKQHJGFIB48DA,錦州段,21.31,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,196,持分移轉,00980000
RPQNMLNKQHJGFIB48DA,錦州段,.22,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,196,持分移轉,04750000
RPQNMLNKQHJGFIB48DA,錦州段,2.18,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,196,持分移轉,04760000
RPPNMLSLQHJGFFB68DA,市鎮北段,12.74,都市：其他:第四種商業區,100000,218,持分移轉,00600000
RPQNMLSJQHJGFKB09DA,南寮段,121.00,非都市：鄉村區 ; 非都市編定：乙種建築用地,14400,475,持分移轉,03130000
RPQNMLSJQHJGFKB09DA,南寮段,67.61,非都市：鄉村區 ; 非都市編定：乙種建築用地,2,1,持分移轉,03330000
RPROMLNLPHJGFJB78DA,仁平段,20.06,都市：其他:第一種住宅區,200000,868,持分移轉,07960000
RPQNMLTLQHJGFKB76DA,龍新段,24.23,都市：其他:第二種住宅區,30,1,持分移轉,03110000
RPQNMLTLQHJGFKB76DA,龍新段,47.32,都市：其他:第二種住宅區,1,1,全筆移轉,03230000
RPRQMLNKOHJGFAB87DA,麻園頭段,7.38,都市：其他:第三種住宅區。,40000,132,持分移轉,00110010
RPWNMLSKPHJGFBB78DA,同榮段,135.00,都市：其他:第二種住宅區,1,1,全筆移轉,13600002
RPRPMLLMPHJGFBB97DA,太和段,16.50,都市：其他:第三種住宅區。,100000,771,持分移轉,00890000
RPQUMLKKPHJGFBB08DA,賴厝廍段,17.14,都市：其他:第二種住宅區,100000,563,持分移轉,00080009
RPQUMLKKPHJGFBB08DA,賴厝廍段,.04,都市：其他:第二種住宅區,100000,563,持分移轉,00080011
RPUPMLLJPHJGFBB97DA,賴厝廍段,23.75,都市：其他:第一種商業區,100000,619,持分移轉,00220056
RPWNMLSKPHJGFBB78DA,同榮段,15.00,都市：其他:第二種住宅區,1,1,全筆移轉,13600009
RPUPMLLJPHJGFBB97DA,賴厝廍段,1.23,都市：其他:第一種商業區,100000,619,持分移轉,00240010
SPUNMLPKPHJGFAB28DA,下橋子頭段,10.46,都市：其他:第三種住宅區。,10000,20,持分移轉,02180117
RPPOMLMKQHJGFBB67DA,倡和段,9.66,都市：其他:第三之一種商業區,100000,530,持分移轉,01830000
RPWNMLQLQHJGFBB78DA,賴厝廍段,84.00,都市：其他:第二種住宅區,1,1,全筆移轉,02280000
RPRQMLRJQHJGFCB58DA,田心段,19.47,都市：其他:第二種住宅區,10000,87,持分移轉,08180004
RPTOMLPLOHJGFCB38DA,新富段,16.11,都市：其他:第一之C種住宅區,100000,1183,持分移轉,02100000
RPTOMLPLOHJGFCB38DA,新富段,25.78,都市：其他:第一之B種住宅區,100000,1183,持分移轉,02110000
RPSOMLQLQHJGFCB58DA,惠民段,21.88,都市：其他:第五種新市政中心專用區,100000,479,持分移轉,01390000
RPXNMLTLQHJGFEB86DA,幼獅段,74.00,非都市：工業區 ; 非都市編定：丁種建築用地,1,1,全筆移轉,07420047
RPSNMLNKQHJGFDB18DA,厚生段,147.59,都市：其他:第一之二種住宅區,1,1,全筆移轉,06450000
RPQNMLMJQHJGFDB77DA,朝清段,1746.99,都市：其他:農業區,1,1,全筆移轉,12670000
RPSQMLSLQHJGFCB98DA,永新段,33.27,都市：其他:第一之一種住宅區,200000,1276,持分移轉,01070000
RPPNMLLLQHJGFDB77DA,南村段,14.00,都市：其他:第二種商業區,100000,791,持分移轉,07180000
RPXOMLOJPHJGFFB88DA,銀聯段,112.00,都市：其他:第四種住宅區,1,1,全筆移轉,21290022
RPRPMLTLQHJGFCB88DA,三塊厝段,19.20,都市：其他:第二種住宅區,100000,832,持分移轉,09820000
RPUNMLTJQHJGFFB09DA,榜文段,83.22,都市：其他:第二種住宅區,1,1,全筆移轉,04910000
RPPOMLRLQHJGFFB68DA,梧棲段,13.92,都市：其他:第三種商業區,10000,43,持分移轉,28400000
RPTOMLTLQHJGFFB66DA,市鎮北段,13.73,都市：其他:第四種商業區,10000,42,持分移轉,00130000
RPPQMLRLQHJGFFB88DA,公館南段,1.77,都市：其他:農業區,49,1,持分移轉,00150001
RPPQMLRLQHJGFFB88DA,公館南段,38.89,都市：其他:農業區,49,1,持分移轉,00450000
RPPQMLRLQHJGFFB88DA,公館南段,75.25,都市：其他:農業區,1,1,全筆移轉,00450088
RPSOMLSLQHJGFIB76DA,中興段,357.00,都市：其他:工業區,1,1,全筆移轉,02340000
RPSOMLSLQHJGFIB76DA,中興段,53.00,都市：其他:工業區,1,1,全筆移轉,07800001
RPSOMLQLPHJGFIB09DA,仁城段,65.79,都市：其他:住宅區,1,1,全筆移轉,12320006
RPVNMLTLQHJGFJB17DA,育賢段,22.86,都市：其他:住宅區,10000,36,持分移轉,01840004
RPVNMLPKPHJGFJB56DA,新興段,21.46,都市：其他:住宅區,10000,43,持分移轉,01330000
RPSOMLQLPHJGFIB09DA,仁城段,35.34,都市：其他:住宅區,12,1,持分移轉,12320009
RPWNMLRJQHJGFIB76DA,九德段,87.93,都市：其他:第三種住宅區。,1,1,全筆移轉,08110000
RPPOMLSKPHJGFJB98DA,育賢段,27.50,都市：其他:住宅區,10000,37,持分移轉,01880000
RPROMLTLQHJGFJB86DA,育賢段,15.87,都市：其他:住宅區,10000,25,持分移轉,01840004
RPSOMLNLQHJGFAB08DA,東勢子段,22.31,都市：其他:第三種住宅區。,30000,672,持分移轉,00030102
RPUNMLPKQHJGFKB66DA,自治段,92.11,都市：其他:住宅區,1,1,全筆移轉,05160000
RPQNMLKMQHJGFFB18EA,中興段,7.05,都市：其他:第四種住宅區,40,3,持分移轉,00320000
RPQNMLKMQHJGFFB18EA,中興段,30.48,都市：其他:第四種住宅區,335,46,持分移轉,00360000
RPQNMLKMQHJGFFB18EA,中興段,5.70,都市：其他:第四種住宅區,40,3,持分移轉,00370000
RPQNMLKMQHJGFFB18EA,中興段,13.60,都市：其他:第四種住宅區,5,1,持分移轉,00460000
RPRNMLTLQHJGFBB58DA,和平段,335.00,都市：其他:第一種住宅區,1,1,全筆移轉,03010000
RPTSMLLLOHJGFBB28DA,錦村段,28.14,都市：其他:第二之一種商業區,1000,28,持分移轉,02420002
RPSRMLTLQHJGFAB98DA,旱平段,12.42,都市：其他:第二種住宅區,12200000,84773,持分移轉,06720000
RPROMLOLOHJGFBB97DA,錦村段,4.20,都市：其他:第二之一種商業區,100000,562,持分移轉,02960045
RPROMLOLOHJGFBB97DA,錦村段,6.64,都市：其他:第一種商業區,100000,562,持分移轉,03030005
RPVNMLKMQHJGFBB18DA,平田段,72.00,都市：其他:第二種住宅區,1,1,全筆移轉,04160008
RPTNMLNLQHJGFBB18DA,長安段,24.00,都市：其他:第三種住宅區。,10000,332,持分移轉,04260045
RPSNMLTLOHJGFCB58DA,豐業段,20.28,都市：其他:第二種住宅區,100000,3163,持分移轉,04280000
RPVPMLNKQHJGFCB58DA,保安段,31.71,都市：其他:第二種住宅區,100000,567,持分移轉,08510000
RPPNMLKMOHJGFCB47DA,福安段,14.40,都市：其他:第二種住宅區,10000,96,持分移轉,07760000
RPPNMLKMOHJGFCB47DA,福安段,4.94,都市：其他:第二種住宅區,10000,96,持分移轉,07760001
RPXNMLKMQHJGFCB48DA,信安段,19.52,都市：其他:第二種住宅區,1,1,全筆移轉,00610000
RPXNMLKMQHJGFCB48DA,信安段,69.05,都市：其他:第一之一種住宅區,1,1,全筆移轉,00610001
RPXNMLKMQHJGFCB48DA,信安段,12.93,都市：其他:第一種住宅區,1,1,全筆移轉,00610002
RPORMLQKPHJGFCB28DA,西屯段,5.74,都市：其他:第三之二種住宅區,10000,404,持分移轉,23660008
RPORMLQKPHJGFCB28DA,西屯段,3.47,都市：其他:第三之二種住宅區,10000,404,持分移轉,23660038
RPORMLQKPHJGFCB28DA,西屯段,6.26,都市：其他:第三之二種住宅區,10000,404,持分移轉,23660043
RPPNMLMLQHJGFCB77DA,上石碑段,17.60,都市：其他:第三之二種住宅區,24920,176,持分移轉,21220000
RPORMLQKPHJGFCB28DA,西屯段,.89,都市：其他:第三之二種住宅區,10000,404,持分移轉,23680007
RPORMLQKPHJGFCB28DA,西屯段,.89,都市：其他:第三之二種住宅區,10000,404,持分移轉,23680011
RPXNMLNLOHJGFFB78DA,武秀段,330.00,都市：其他:第四種住宅區,1,1,全筆移轉,09300004
RPSNMLTLQHJGFGB56DA,國校段,1191.35,都市：其他:農業區,1,1,全筆移轉,00640005
RPQNMLLJQHJGFHB08DA,豐興段,.04,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,22,1,持分移轉,11480000
RPQNMLLJQHJGFHB08DA,豐興段,.20,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,22,1,持分移轉,11490000
RPQNMLLJQHJGFHB08DA,豐興段,17.41,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,22,1,持分移轉,12330000
RPQNMLLJQHJGFHB08DA,豐興段,147.14,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,12680000
RPTNMLLLOHJGFIB48DA,豐正段,97.25,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,06260000
RPTNMLLLOHJGFIB48DA,豐正段,6.70,非都市：特定農業區 ; 非都市編定：農牧用地,5,2,持分移轉,08100000
RPQNMLLJQHJGFHB08DA,豐興段,3.30,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,22,1,持分移轉,12730000
RPQNMLLJQHJGFHB08DA,豐興段,8.88,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,22,1,持分移轉,12790000
RPPNMLKLPHJGFJB18DA,振福段,148.96,都市：其他:住宅區,1,1,全筆移轉,08930000
RPROMLKKPHJGFKB48DA,竹泉段,44.00,都市：其他:第四種住宅區,1,1,全筆移轉,05460021
RPROMLKKPHJGFKB48DA,竹泉段,20.71,都市：其他:第四種住宅區,14,1,持分移轉,05460032
RPWPMLMKQHJGFAB38DA,中墩段一小段,5.16,都市：其他:第一種商業區,10000,155,持分移轉,00130000
RPPOMLKMQHJGFAB57DA,平等段四小段,.20,都市：其他:第一種商業區,5,1,持分移轉,00680007
RPPOMLKMQHJGFAB57DA,平等段四小段,2.20,都市：其他:第二種商業區,5,1,持分移轉,00680008
RPPOMLTLQHJGFHB09DA,四德段,23.42,都市：其他:第二種住宅區,1000000,8975,持分移轉,01820000
RPPOMLKMQHJGFAB57DA,平等段四小段,1.20,都市：其他:第二種商業區,5,1,持分移轉,00690004
RPPOMLKMQHJGFAB57DA,平等段四小段,5.40,都市：其他:第二種商業區,5,1,持分移轉,00690005
RPPOMLKMQHJGFAB57DA,平等段四小段,6.40,都市：其他:第二種商業區,5,1,持分移轉,00700006
RPPOMLKMQHJGFAB57DA,平等段四小段,4.40,都市：其他:第二種商業區,5,1,持分移轉,00710000
RPSSNLTKPHJGFBB09DA,錦村段,11.21,都市：其他:第一種商業區,10000,1673,持分移轉,02130005
RPSSNLTKPHJGFBB09DA,錦村段,37.64,都市：其他:第二種住宅區,10000,1673,持分移轉,02130079
RPTNMLNLPHJGFJB88DA,學億段,13.31,都市：其他:住宅區,16,1,持分移轉,00450000
RPTNMLNLPHJGFJB88DA,學億段,99.73,都市：其他:住宅區,1,1,全筆移轉,00450016
RPPUMLOKQHJGFBB48DA,中清段,22.27,都市：其他:第二種住宅區,10000,207,持分移轉,03830000
RPPNMLRJPHJGFCB97DA,大新段,24.86,都市：其他:第二種住宅區,100000,575,持分移轉,04180000
RPPNMLLMQHJGFBB67DA,和平段,707.01,都市：其他:第一種住宅區,1,1,全筆移轉,02760000
RPUNMLKMQHJGFBB08DA,錦村段,28.09,都市：其他:第二種住宅區,10000,153,持分移轉,03680002
RPUNMLKMQHJGFBB08DA,錦村段,.03,都市：其他:第二種住宅區,10000,153,持分移轉,03680057
RPQPMLRKPHJGFCB38DA,惠智段,10.12,都市：其他:第二種住宅區,10000,28,持分移轉,01590000
RPUSNLLJQHJGFCB58DA,惠國段,28.52,都市：其他:第二種新市政中心專用區,100000,1263,持分移轉,00110000
RPSNMLKKPHJGFCB67DA,新富段,17.96,都市：其他:第一之C種住宅區,100000,726,持分移轉,00030000
RPSNMLKKPHJGFCB67DA,新富段,33.70,都市：其他:第一之B種住宅區,100000,726,持分移轉,00610000
RPROMLMKQHJGFCB97DA,信安段,11.81,都市：其他:第三之一種住宅區,10000,31,持分移轉,06180000
RPOPMLMLQHJGFCB87DA,國安段,13.97,都市：其他:第三之一種住宅區,10000,33,持分移轉,01740000
RPUNMLSLQHJGFCB88DA,上石碑段,18.66,都市：其他:第三之二種住宅區,100000,687,持分移轉,16570000
RPRPMLKMQHJGFCB08DA,楓樹段,59.38,都市：其他:第二之二種住宅區,240,25,持分移轉,04740000
RPRPMLKMQHJGFCB08DA,楓樹段,4.17,都市：其他:第二之二種住宅區,240,25,持分移轉,04740003
RPRPMLKMQHJGFCB08DA,楓樹段,.31,都市：其他:第二之二種住宅區,240,25,持分移轉,04740004
RPPNMLMJRHJGFCB67DA,黎明段,20.91,都市：其他:第二種住宅區,10000,71,持分移轉,00510000
RPOQMLSLQHJGFCB58DA,大新段,51.97,都市：其他:第二之一種商業區,10000,346,持分移轉,03670000
RPVOMLMJRHJGFCB38DA,福安段,38.56,都市：其他:第二種住宅區,40000,824,持分移轉,07680003
RPRNMLNJRHJGFDB08DA,豐原段,135.00,都市：其他:第二種商業區,1,1,全筆移轉,06750003
RPPNMLNJRHJGFGB18DA,東勢段中嵙小段,1019.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,10470000
RPPNMLNJRHJGFGB18DA,東勢段中嵙小段,1018.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,10470001
RPVNMLKMPHJGFDB28DA,豐原段,.09,都市：其他:綠地用地,11,1,持分移轉,06730019
RPWVMLMLQHJGFFB96DA,南簡段,75.00,都市：其他:第四種住宅區,1,1,全筆移轉,14150004
RPVNMLKMPHJGFDB28DA,豐原段,9.86,都市：其他:第二種商業區,7,1,持分移轉,06730026
RPVNMLKMPHJGFDB28DA,豐原段,71.00,都市：其他:第二種商業區,1,1,全筆移轉,06730030
RPVNMLKMPHJGFDB28DA,豐原段,.91,都市：其他:第二種商業區,11,1,持分移轉,06730031
RPVNMLKMPHJGFDB28DA,豐原段,.14,都市：其他:第二種商業區,7,1,持分移轉,06730032
RPVNMLKMPHJGFDB28DA,豐原段,.43,都市：其他:第二種商業區,7,1,持分移轉,06730033
RPVNMLKMPHJGFDB28DA,豐原段,1.27,都市：其他:第二種商業區,11,1,持分移轉,06730034
RPVNMLKMPHJGFDB28DA,豐原段,17.73,都市：其他:第二種商業區,11,1,持分移轉,06730039
RPVNMLKMPHJGFDB28DA,豐原段,1.43,都市：其他:第二種商業區,7,1,持分移轉,06730040
RPVOMLMJRHJGFFB68DA,永安段,586.00,都市：其他:關連工業區,1,1,全筆移轉,03040000
RPVOMLMJRHJGFFB68DA,永安段,88.00,都市：其他:關連工業區,1,1,全筆移轉,03050000
RPOOMLKMQHJGFIB28DA,丁台一段,200.51,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,06810000
RPTNMLMJRHJGFIB68DA,溪南西段,23.11,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,1320,持分移轉,09810000
RPOOMLMJRHJGFIB28DA,新三和段,20.80,都市：其他:商業區,10000,73,持分移轉,00440000
RPXNMLTLOHJGFJB17DA,壽平段,80.00,都市：其他:第一種住宅區,1,1,全筆移轉,04600005
RPSNMLMJRHJGFKB78DA,追分段,629.21,都市：其他:第一種住宅區,640,188,持分移轉,13450000
RPPNMLMJRHJGFHB28EA,四德段,24.21,都市：其他:第二種住宅區,1000000,9279,持分移轉,01820000
RPSNMLRLQHJGFKB76DA,福德段,36.72,都市：其他:乙種工業區,104,2,持分移轉,10030000
RPSNMLRLQHJGFKB76DA,福德段,115.83,都市：其他:乙種工業區,1,1,全筆移轉,10400000
RPQNMLSLQHJGFKB66DA,大東段,9.53,都市：其他:住宅區,1,1,全筆移轉,06590005
RPQNMLSLQHJGFKB66DA,大東段,9.58,,1,1,全筆移轉,06590007
RPQNMLSLQHJGFKB66DA,大東段,93.34,都市：其他:住宅區,1,1,全筆移轉,06670000
RPQNMLSLQHJGFKB66DA,大東段,100.95,,1,1,全筆移轉,06670001
RPPOMLMJRHJGFIB38DA,福德段,18.94,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,619,持分移轉,00230000
RPPOMLMJRHJGFIB38DA,福德段,.97,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,619,持分移轉,00230002
RPPNMLQKQHJGFAB87DA,旱溪段,76.00,都市：其他:第二種住宅區,1,1,全筆移轉,02220018
RPPNMLQKQHJGFAB87DA,旱溪段,.29,都市：其他:第二種住宅區,24,1,持分移轉,02220020
RPPNMLQKQHJGFAB87DA,旱溪段,.54,都市：其他:第二種住宅區,24,1,持分移轉,02220028
RPRNMLMKPHJGFCB77DA,楓溪段,250.15,都市：其他:第一之一種住宅區,1,1,全筆移轉,03130000
RPOOMLMLQHJGFBB67DA,中德段,84.00,都市：其他:第三種住宅區。,1,1,全筆移轉,00380002
RPOTMLTJQHJGFBB68DA,東正段,6.47,都市：其他:第四種商業區,10000,13,持分移轉,01040000
RPWPMLSJPHJGFCB98DA,上石碑段,16.99,都市：其他:第二種住宅區,10000,177,持分移轉,20890000
RPOTPLSLQHJGFBB09DA,昌平段,44.37,都市：其他:第三種住宅區。,100000,5071,持分移轉,03570000
RPTNMLRLQHJGFDB78DA,南陽段,25.20,都市：其他:第二種住宅區,5000,102,持分移轉,04940000
RPOOMLMJRHJGFCB67DA,春社段,21.83,都市：其他:第三之二種住宅區,10000,105,持分移轉,02530000
RPVNMLQJOHJGFFB68DA,正英段,.25,都市：其他:第二種住宅區,14,1,持分移轉,12380000
RPTRMLNLPHJGFCB58DA,惠義段,47.23,都市：其他:第二種住宅區,50000,1133,持分移轉,01050000
RPVNMLQJOHJGFFB68DA,正英段,9.94,都市：其他:第二種住宅區,14,1,持分移轉,12390000
RPVNMLQJOHJGFFB68DA,正英段,12.84,都市：其他:第二種住宅區,14,1,持分移轉,12400000
RPVNMLQJOHJGFFB68DA,正英段,6.82,都市：其他:第二種住宅區,74800,4094,持分移轉,12410000
RPVNMLQJOHJGFFB68DA,正英段,2.25,都市：其他:第二種住宅區,183,1,持分移轉,12420000
RPVNMLQJOHJGFFB68DA,正英段,.24,都市：其他:第二種住宅區,183,1,持分移轉,12460000
RPVNMLQJOHJGFFB68DA,正英段,101.65,都市：其他:第二種住宅區,1,1,全筆移轉,13870000
RPVNMLQJOHJGFFB68DA,正英段,15.86,都市：其他:第二種住宅區,17,1,持分移轉,13940000
RPUSMLTLQHJGFFB17DA,國昌段,6119.06,都市：其他:保護區,1,1,全筆移轉,13680000
RPUSMLTLQHJGFFB17DA,國昌段,622.31,都市：其他:保護區,2665600,1348260,持分移轉,13700000
RPROMLQLOHJGFIB88DA,長春段,19.87,都市：其他:住宅區,10000,211,持分移轉,00220000
RPROMLQLOHJGFIB88DA,長春段,55.52,都市：其他:住宅區,1,1,全筆移轉,00230004
RPUOMLNLQHJGFFB78DA,東晉段,26.71,都市：其他:第一種商業區,100000,940,持分移轉,00880000
RPWNMLTKQHJGFIB07DA,大衛段,18.21,都市：其他:商業區,100000,249,持分移轉,05990000
RPTNMLTLQHJGFIB86DA,大元段,82.10,都市：其他:住宅區,1,1,全筆移轉,07430000
RPXNMLQLQHJGFIB96DA,山頂段,38.83,都市：其他:第一種住宅區,100000,731,持分移轉,03910000
RPXNMLQLQHJGFIB96DA,山頂段,4.67,都市：其他:商業區,100000,731,持分移轉,04480008
RPQOMLTLPHJGFJB66DA,頂坪段,79.41,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,01670000
RPPOMLSLQHJGFJB56DA,和平段,83.00,都市：其他:住宅區,1,1,全筆移轉,01130000
RPPOMLSLQHJGFJB56DA,和平段,18.00,都市：其他:住宅區,1,1,全筆移轉,01160000
RPSOMLMJQHJGFAB77DA,公館段,96.00,都市：其他:第二種住宅區,1,1,全筆移轉,00420105
RPOOMLOJRHJGFJB58DA,信平段,111.00,都市：其他:農業區,1,1,全筆移轉,00210000
RPPNMLMKQHJGFKB48DA,遊園南段,678.46,非都市：一般農業區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,03770000
RPPNMLMKQHJGFKB48DA,遊園南段,611.83,非都市：一般農業區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,03780000
RPQVNLTLQHJGFBB76DA,仁和段,16.66,都市：其他:第二種住宅區,10000,46,持分移轉,16380000
RPQVNLTLQHJGFBB76DA,仁和段,.00,都市：其他:道路用地,10000,46,持分移轉,16380001
RPOOMLNLPHJGFJB48DA,新興段,8.76,都市：其他:商業區,100000,242,持分移轉,01210000
RPWRMLNLPHJGFCB88DA,大墩段,17.25,都市：其他:第二種住宅區,10000,14,持分移轉,04690000
RPVPMLRJQHJGFCB88DA,何厝段,20.21,都市：其他:第三種商業區,10000,82,持分移轉,02030000
RPPPMLTKQHJGFCB58DA,上石碑段,13.97,都市：其他:第三之二種住宅區,100000,581,持分移轉,21110000
RPXNMLMJRHJGFAB28DA,大益段,19.49,都市：其他:第二種住宅區,10000000,304600,持分移轉,02890000
RPPOMLSKOHJGFDB28DA,神圳段,114.37,都市：其他:乙種工業區,1,1,全筆移轉,02340000
RPSPMLSLQHJGFCB88DA,國安段,27.37,都市：其他:第六種住宅區,10000000000,8909180,持分移轉,06010000
RPVNMLKMQHJGFCB28DA,上石碑段,15.30,都市：其他:第二種住宅區,10000,90,持分移轉,08860000
RPRNMLOJRHJGFGB48DA,新盛段,15.40,都市：其他:住宅區,100000,1253,持分移轉,13210000
RPPNMLNLQHJGFHB38DA,民生段,65.26,都市：其他:第二種住宅區,1,1,全筆移轉,02550000
RPRNMLPKPHJGFIB68DA,九如段,2.12,都市：其他:第三種住宅區。,380000,10000,持分移轉,04900038
RPWOMLTJQHJGFHB96DA,學雅段,29.61,都市：其他:第二種住宅區,100000,1009,持分移轉,00210000
RPRNMLPKPHJGFIB68DA,九如段,19.37,都市：其他:第三種住宅區。,100000,3125,持分移轉,05050000
RPWOMLTJQHJGFHB96DA,學雅段,4.52,都市：其他:第二種住宅區,100000,1009,持分移轉,00210001
RPRNMLPKPHJGFIB68DA,九如段,46.90,都市：其他:第三種住宅區。,1,1,全筆移轉,05050037
RPRNMLPKPHJGFIB68DA,九如段,.89,都市：其他:第三種住宅區。,380000,10000,持分移轉,05050040
RPXOMLMLQHJGFHB56DA,清雅段,30.60,都市：其他:第二種住宅區,100000,654,持分移轉,02620000
RPRNMLPKPHJGFIB68DA,九如段,1.71,都市：其他:第三種住宅區。,380000,10000,持分移轉,05050041
RPWOMLTJQHJGFHB96DA,學雅段,.36,都市：其他:第二種住宅區,100000,1009,持分移轉,00210002
RPSNMLNJQHJGFIB58DA,大義段,23.80,都市：其他:住宅區,10000,60,持分移轉,00420000
RPPNMLLLOHJGFKB28DA,南寮段,1391.18,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02800002
RPQNMLLLQHJGFIB38DA,新仁段,95.00,都市：其他:住宅區,1,1,全筆移轉,03520020
RPTOMLMLPHJGFKB98DA,文昌段,93.00,都市：其他:農業區,557,93,持分移轉,14320000
RPTOMLMLPHJGFKB98DA,文昌段,277.50,都市：其他:農業區,2,1,持分移轉,14350000
RPXNMLOJRHJGFJB76DA,忠平段,71.50,都市：其他:乙種工業區,2,1,持分移轉,03130000
RPOOMLPKPHJGFJB58DA,新興段,21.44,都市：其他:住宅區,10000,26,持分移轉,00230000
RPSPMLMKPHJGFAB87DA,中民段七小段,18.83,都市：其他:第二種住宅區,413022,11641,持分移轉,00050002
RPSNMLLLQHJGFKB78DA,忠和段,2973.00,都市：其他:關連工業區,1,1,全筆移轉,04590000
RPOVMLOKQHJGFBB48DA,太順段,12.90,都市：其他:第三種住宅區。,100000,184,持分移轉,00570019
RPTNMLNJRHJGFKB98DA,新庄段,24.95,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,1443,持分移轉,04890000
RPPOMLTJQHJGFBB28DA,文正段,13.75,都市：其他:第一種商業區,10000,67,持分移轉,00660000
RPOPMLNLQHJGFBB87DA,仁德段,14.69,都市：其他:第二種住宅區,10000,55,持分移轉,07620000
RPSTMLKLQHJGFBB38DA,東光段,14.41,都市：其他:第二種住宅區,10000,111,持分移轉,01340000
RPOPMLNLQHJGFBB87DA,陳平段,.07,都市：其他:第三種住宅區。,10000,55,持分移轉,19200001
RPSRNLSLQHJGFBB09DA,仁美段,16.90,都市：其他:第二種商業區,10000,52,持分移轉,17450000
RPPQMLNJPHJGFCB87DA,大進段,205.00,都市：其他:第三種住宅區。,1,1,全筆移轉,08590002
RPTNMLPJRHJGFBB28DA,松昌段,50.03,都市：其他:第二種住宅區,10000,274,持分移轉,00020000
RPPNMLQKOHJGFCB87DA,保安段,11.91,都市：其他:第三之二種住宅區,100000,463,持分移轉,11050000
RPOWOLSLQHJGFBB66DA,仁美段,19.72,都市：其他:第五種住宅區,1000000,2051,持分移轉,04080002
RPOWOLSLQHJGFBB66DA,仁美段,5.73,都市：其他:第二種住宅區,1000000,2051,持分移轉,04080026
RPSPMLMKPHJGFCB08DA,永新段,555.01,都市：其他:第一之一種住宅區,1,1,全筆移轉,00780000
RPTNMLSKQHJGFCB68DA,中和段,33.72,都市：其他:第二種住宅區,10000,218,持分移轉,03790000
RPPPMLSLQHJGFCB58DA,逢大段,27.43,都市：其他:第二種創新研發專用區,100000,707,持分移轉,00280000
RPRQMLNJPHJGFCB08DA,大進段,205.00,都市：其他:第三種住宅區。,1,1,全筆移轉,08590004
RPQQMLNJPHJGFCB97DA,大進段,205.00,都市：其他:第三種住宅區。,1,1,全筆移轉,08590003
RPWNMLQJRHJGFFB09DA,興農段,95.08,都市：其他:第四種住宅區,1,1,全筆移轉,04560000
RPOOMLOJRHJGFFB18DA,文光段,25.28,都市：其他:第四種住宅區,10000,73,持分移轉,07830000
RPPOMLOJRHJGFFB28DA,文光段,25.28,都市：其他:第四種住宅區,10000,73,持分移轉,07830000
RPRNMLPJRHJGFGB58DA,東勢段石角小段,2092.00,非都市：山坡地保育區 ; 非都市編定：林業用地,1,1,全筆移轉,09360002
RPRNMLPJRHJGFGB58DA,東勢段石角小段,310.00,非都市：山坡地保育區 ; 非都市編定：林業用地,1,1,全筆移轉,09360006
RPRNMLPJRHJGFGB58DA,東勢段石角小段,108.00,非都市：山坡地保育區 ; 非都市編定：林業用地,1,1,全筆移轉,09360007
RPRNMLSJQHJGFIB98DA,新三和段,23.45,都市：其他:第二種住宅區,10000,27,持分移轉,00700001
RPRNMLMJRHJGFGB28DA,東勢段石角小段,4108.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,06200141
RPWNMLSJQHJGFJB96DA,新光段,30.16,都市：其他:市場用地,100000,1834,持分移轉,03720000
RPPQMLLLNHJGFAB47DA,頂橋子頭段,6.80,都市：其他:第二種住宅區,15,3,持分移轉,00850217
